sku_id,product_name,category,color,size,supplier_id,cost_price,mrp,units_purchased,units_sold_total,units_on_hand,stock_remaining_pct,sell_through_rate,last_sale_date,days_since_last_sale,velocity_overall,units_sold_last_4w,weeks_of_stock,bleed_score,margin_at_risk,status,top_channel,action,recommended_discount_pct,reason,markdown_price,projected_recovery,est_revenue_if_actioned,urgency_rank
SKU-0132,Ajrakh Saree (Silk blend),Saree,Indigo,M,SUP-001,874,2585,72,25,47,0.653,0.347,2024-09-20,72,1.18,0.0,999.0,47.02,80417,Critical,Online - Website,Urgent markdown,35,No sale in 72 days with 65% stock remaining. Margin eroding rapidly. Act before season ends.,1680,54684,63168,1
SKU-0343,Shibori Dupatta (Rayon),Dupatta,Blush pink,S,SUP-006,240,744,32,9,23,0.719,0.281,2024-09-27,65,0.52,0.0,999.0,46.74,11592,Critical,Online - Nykaa,Urgent markdown,25,No sale in 65 days with 72% stock remaining. Margin eroding rapidly. Act before season ends.,558,7883,10267,1
SKU-0372,Ikat Dress (Chanderi),Dress,Mauve,M,SUP-008,743,2089,113,44,69,0.611,0.389,2024-09-16,76,1.77,0.0,999.0,46.44,92874,Critical,Store - Koramangala,Urgent markdown,30,No sale in 76 days with 61% stock remaining. Margin eroding rapidly. Act before season ends.,1462,63154,80702,1
SKU-0067,Kalamkari Kurta (Silk blend),Kurta,Teal,XL,SUP-002,535,1347,140,24,116,0.829,0.171,2024-10-06,56,1.24,0.0,999.0,46.42,94192,Critical,Store - Indiranagar,Urgent markdown,25,56 days since last sale. Sell-through stalled at 17%. Markdown needed to restart velocity.,1010,64051,93728,1
SKU-0240,Mirror work Coord Set (Linen),Coord Set,Indigo,L,SUP-005,542,2343,52,7,45,0.865,0.135,2024-10-09,53,0.49,0.0,999.0,45.84,81045,Critical,Online - Website,Urgent markdown,30,53 days since last sale. Sell-through stalled at 14%. Markdown needed to restart velocity.,1640,55111,59040,1
SKU-0136,Bagru print Saree (Silk blend),Saree,Ivory,XL,SUP-008,1964,3189,48,5,43,0.896,0.104,2024-10-11,51,0.26,0.0,999.0,45.7,52675,Critical,Online - Website,Urgent markdown,30,51 days since last sale. Sell-through stalled at 10%. Markdown needed to restart velocity.,2232,35819,76781,1
SKU-0234,Ajrakh Coord Set (Rayon),Coord Set,Ochre,XXL,SUP-004,576,2582,131,5,126,0.962,0.038,2024-10-15,47,0.43,0.0,999.0,45.21,252756,Critical,Online - Website,Urgent markdown,30,47 days since last sale. Sell-through stalled at 4%. Markdown needed to restart velocity.,1807,171874,182146,1
SKU-0312,Ikat Dupatta (Cotton),Dupatta,Charcoal,L,SUP-006,232,532,74,16,58,0.784,0.216,2024-10-05,57,0.7,0.0,999.0,44.69,17400,Critical,Store - Koramangala,Urgent markdown,20,57 days since last sale. Sell-through stalled at 22%. Markdown needed to restart velocity.,426,11832,19766,1
SKU-0089,Mirror work Kurta (Mul mul),Kurta,Indigo,XXL,SUP-002,415,1024,127,18,109,0.858,0.142,2024-10-10,52,1.09,0.0,999.0,44.62,66381,Critical,Store - Koramangala,Urgent markdown,25,52 days since last sale. Sell-through stalled at 14%. Markdown needed to restart velocity.,768,45139,66970,1
SKU-0138,Bandhani Saree (Georgette),Saree,Sage green,XS,SUP-008,1936,4361,58,33,25,0.431,0.569,2024-08-21,102,1.29,0.0,999.0,43.96,60625,Critical,Store - Indiranagar,Urgent markdown,30,102 days since last sale. Sell-through stalled at 57%. Markdown needed to restart velocity.,3053,41225,61060,1
SKU-0233,Block print Coord Set (Cotton),Coord Set,Charcoal,XL,SUP-009,691,1974,146,7,139,0.952,0.048,2024-10-16,46,0.57,0.0,999.0,43.79,178337,Critical,Store - Indiranagar,Urgent markdown,30,46 days since last sale. Sell-through stalled at 5%. Markdown needed to restart velocity.,1382,121269,153678,1
SKU-0371,Chikankari Dress (Cotton),Dress,Sage green,S,SUP-002,427,1958,95,14,81,0.853,0.147,2024-10-11,51,0.98,0.0,999.0,43.5,124011,Critical,Online - Instagram,Urgent markdown,25,51 days since last sale. Sell-through stalled at 15%. Markdown needed to restart velocity.,1468,84327,95126,1
SKU-0184,Shibori Saree (Silk blend),Saree,Teal,S,SUP-010,806,2756,61,6,55,0.902,0.098,2024-10-14,48,0.59,0.0,999.0,43.3,107250,Critical,Store - Indiranagar,Urgent markdown,30,48 days since last sale. Sell-through stalled at 10%. Markdown needed to restart velocity.,1929,72930,84876,1
SKU-0038,Block print Kurta (Linen),Kurta,Mauve,M,SUP-001,386,1229,145,25,120,0.828,0.172,2024-10-10,52,1.65,0.0,999.0,43.06,101160,Critical,Online - Website,Urgent markdown,25,52 days since last sale. Sell-through stalled at 17%. Markdown needed to restart velocity.,922,68789,88512,1
SKU-0417,Block print Dress (Mul mul),Dress,Ivory,L,SUP-009,654,2136,123,32,91,0.74,0.26,2024-10-04,58,1.96,0.0,999.0,42.92,134862,Critical,Online - Website,Urgent markdown,25,58 days since last sale. Sell-through stalled at 26%. Markdown needed to restart velocity.,1602,91706,116626,1
SKU-0085,Shibori Kurta (Linen),Kurta,Ivory,M,SUP-004,494,1034,91,19,72,0.791,0.209,2024-10-08,54,1.46,0.0,999.0,42.71,38880,Critical,Store - Koramangala,Urgent markdown,25,54 days since last sale. Sell-through stalled at 21%. Markdown needed to restart velocity.,776,26438,44698,1
SKU-0117,Bandhani Kurta (Rayon),Kurta,Mauve,XL,SUP-003,619,1777,107,1,106,0.991,0.009,2024-10-19,43,0.16,0.0,999.0,42.61,122748,Critical,Store - Indiranagar,Urgent markdown,25,43 days since last sale. Sell-through stalled at 1%. Markdown needed to restart velocity.,1333,83469,113038,1
SKU-0497,Kalamkari Palazzo (Georgette),Palazzo,Indigo,S,SUP-006,363,801,40,15,25,0.625,0.375,2024-09-24,68,0.88,0.0,999.0,42.5,10950,Critical,Store - MG Road,Urgent markdown,25,No sale in 68 days with 62% stock remaining. Margin eroding rapidly. Act before season ends.,601,7446,12020,1
SKU-0128,Dabu print Saree (Cotton),Saree,Ochre,M,SUP-008,1808,2803,70,3,67,0.957,0.043,2024-10-18,44,0.48,0.0,999.0,42.11,66665,Critical,Online - Instagram,Urgent markdown,30,44 days since last sale. Sell-through stalled at 4%. Markdown needed to restart velocity.,1962,45332,105163,1
SKU-0326,Ajrakh Dupatta (Rayon),Dupatta,Sage green,S,SUP-009,247,745,100,42,58,0.58,0.42,2024-09-20,72,1.69,0.0,999.0,41.76,28884,Critical,Store - MG Road,Urgent markdown,20,72 days since last sale. Sell-through stalled at 42%. Markdown needed to restart velocity.,596,19641,27654,1
SKU-0182,Bagru print Saree (Mul mul),Saree,Ivory,M,SUP-009,2112,3485,42,15,27,0.643,0.357,2024-09-28,64,0.66,0.0,999.0,41.15,37071,Critical,Store - Koramangala,Urgent markdown,35,No sale in 64 days with 64% stock remaining. Margin eroding rapidly. Act before season ends.,2265,25208,48924,1
SKU-0145,Ikat Saree (Rayon),Saree,Mauve,XXL,SUP-009,1506,5390,127,34,93,0.732,0.268,2024-10-07,55,1.56,0.0,999.0,40.26,361212,Critical,Online - Instagram,Urgent markdown,30,55 days since last sale. Sell-through stalled at 27%. Markdown needed to restart velocity.,3773,245624,280711,1
SKU-0098,Block print Kurta (Chanderi),Kurta,Sage green,XS,SUP-008,405,1299,142,41,101,0.711,0.289,2024-10-07,55,2.39,0.0,999.0,39.1,90294,Critical,Store - Indiranagar,Urgent markdown,25,55 days since last sale. Sell-through stalled at 29%. Markdown needed to restart velocity.,974,61400,78699,1
SKU-0151,Shibori Saree (Rayon),Saree,Teal,S,SUP-001,1445,6463,55,17,38,0.691,0.309,2024-10-06,56,1.07,0.0,999.0,38.7,190684,Critical,Store - Indiranagar,Urgent markdown,30,56 days since last sale. Sell-through stalled at 31%. Markdown needed to restart velocity.,4524,129665,137530,1
SKU-0495,Shibori Palazzo (Georgette),Palazzo,Ivory,L,SUP-001,272,1058,83,39,44,0.53,0.47,2024-09-19,73,1.86,0.0,999.0,38.69,34584,Critical,Store - Koramangala,Urgent markdown,20,73 days since last sale. Sell-through stalled at 47%. Markdown needed to restart velocity.,846,23517,29779,1
SKU-0466,Mirror work Palazzo (Cotton),Palazzo,Teal,S,SUP-007,295,972,86,37,49,0.57,0.43,2024-09-26,66,1.9,0.0,999.0,37.62,33173,Critical,Store - MG Road,Urgent markdown,20,66 days since last sale. Sell-through stalled at 43%. Markdown needed to restart velocity.,778,22558,30498,1
SKU-0388,Mirror work Dress (Rayon),Dress,Teal,M,SUP-003,724,1773,71,22,49,0.69,0.31,2024-10-08,54,1.26,0.0,999.0,37.26,51401,Critical,Online - Nykaa,Urgent markdown,25,54 days since last sale. Sell-through stalled at 31%. Markdown needed to restart velocity.,1330,34953,52136,1
SKU-0093,Bandhani Kurta (Georgette),Kurta,Charcoal,M,SUP-006,402,1399,45,13,32,0.711,0.289,2024-10-10,52,0.65,0.0,999.0,36.97,31904,Critical,Online - Nykaa,Urgent markdown,25,52 days since last sale. Sell-through stalled at 29%. Markdown needed to restart velocity.,1049,21695,26854,1
SKU-0095,Kalamkari Kurta (Rayon),Kurta,Indigo,L,SUP-010,471,1000,90,39,51,0.567,0.433,2024-10-02,60,1.71,0.0,999.0,34.02,26979,Critical,Online - Nykaa,Urgent markdown,25,60 days since last sale. Sell-through stalled at 43%. Markdown needed to restart velocity.,750,18346,30600,1
SKU-0005,Chikankari Kurta (Chanderi),Kurta,Sage green,XS,SUP-002,484,970,38,15,23,0.605,0.395,2024-10-07,55,1.22,0.0,999.0,33.28,11178,Critical,Store - MG Road,Urgent markdown,25,55 days since last sale. Sell-through stalled at 40%. Markdown needed to restart velocity.,728,7601,13395,1
SKU-0101,Ajrakh Kurta (Chanderi),Kurta,Ochre,M,SUP-003,460,1699,44,15,29,0.659,0.341,2024-10-12,50,0.88,0.0,999.0,32.95,35931,Critical,Online - Nykaa,Urgent markdown,25,50 days since last sale. Sell-through stalled at 34%. Markdown needed to restart velocity.,1274,24433,29557,1
SKU-0393,Mirror work Dress (Silk blend),Dress,Teal,L,SUP-005,686,1345,110,60,50,0.455,0.545,2024-09-21,71,2.59,0.0,999.0,32.3,32950,Critical,Online - Instagram,Urgent markdown,25,71 days since last sale. Sell-through stalled at 55%. Markdown needed to restart velocity.,1009,22406,40360,1
SKU-0123,Ikat Saree (Rayon),Saree,Blush pink,L,SUP-008,1941,5053,44,21,23,0.523,0.477,2024-10-03,59,0.95,0.0,999.0,30.86,71576,Critical,Store - MG Road,Urgent markdown,30,59 days since last sale. Sell-through stalled at 48%. Markdown needed to restart velocity.,3537,48672,65081,1
SKU-0164,Bandhani Saree (Mul mul),Saree,Indigo,M,SUP-005,2096,3382,72,33,39,0.542,0.458,2024-10-06,56,1.4,0.0,999.0,30.35,50154,Critical,Store - MG Road,Urgent markdown,30,56 days since last sale. Sell-through stalled at 46%. Markdown needed to restart velocity.,2367,34105,73850,1
SKU-0091,Bandhani Kurta (Cotton),Kurta,Mauve,XL,SUP-004,379,1708,39,23,16,0.41,0.59,2024-09-18,74,1.35,0.0,999.0,30.34,21264,Critical,Store - Koramangala,Urgent markdown,25,74 days since last sale. Sell-through stalled at 59%. Markdown needed to restart velocity.,1281,14460,16397,1
SKU-0324,Shibori Dupatta (Rayon),Dupatta,Terracotta,XL,SUP-002,239,733,98,47,51,0.52,0.48,2024-10-05,57,2.12,0.0,999.0,29.64,25194,Critical,Online - Nykaa,Urgent markdown,20,57 days since last sale. Sell-through stalled at 48%. Markdown needed to restart velocity.,586,17132,23909,1
SKU-0183,Kalamkari Saree (Chanderi),Saree,Sage green,M,SUP-006,1162,4804,89,31,58,0.652,0.348,2024-10-17,45,2.13,0.0,999.0,29.34,211236,Warning,Online - Nykaa,Urgent markdown,30,45 days since last sale. Sell-through stalled at 35%. Markdown needed to restart velocity.,3363,143640,156043,1
SKU-0431,Shibori Dress (Rayon),Dress,Indigo,S,SUP-007,551,1715,73,41,32,0.438,0.562,2024-09-26,66,1.69,0.0,999.0,28.91,37248,Critical,Store - MG Road,Urgent markdown,25,66 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,1286,25329,32922,1
SKU-0171,Dabu print Saree (Rayon),Saree,Mauve,M,SUP-006,1384,3163,68,37,31,0.456,0.544,2024-09-29,63,1.69,0.0,999.0,28.73,55149,Critical,Store - Koramangala,Urgent markdown,30,63 days since last sale. Sell-through stalled at 54%. Markdown needed to restart velocity.,2214,37501,54907,1
SKU-0062,Chikankari Kurta (Linen),Kurta,Mauve,L,SUP-001,385,1045,84,47,37,0.44,0.56,2024-09-27,65,1.99,0.0,999.0,28.6,24420,Critical,Store - Koramangala,Urgent markdown,25,65 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,784,16606,23206,1
SKU-0057,Block print Kurta (Cotton),Kurta,Rust,M,SUP-005,527,1624,41,23,18,0.439,0.561,2024-09-27,65,1.18,0.0,999.0,28.54,19746,Critical,Store - MG Road,Urgent markdown,25,65 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,1218,13427,17539,1
SKU-0025,Mirror work Kurta (Rayon),Kurta,Sage green,S,SUP-006,533,1072,115,64,51,0.443,0.557,2024-09-29,63,2.84,0.0,999.0,27.91,27489,Critical,Online - Instagram,Urgent markdown,25,63 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,804,18693,32803,1
SKU-0142,Ikat Saree (Mul mul),Saree,Mauve,XXL,SUP-005,1911,3511,43,24,19,0.442,0.558,2024-09-29,63,1.26,0.0,999.0,27.85,30400,Critical,Online - Nykaa,Urgent markdown,30,63 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,2458,20672,37362,1
SKU-0282,Bagru print Coord Set (Silk blend),Coord Set,Charcoal,XL,SUP-004,551,2023,58,31,27,0.466,0.534,2024-10-04,58,2.28,0.0,999.0,27.03,39744,Critical,Store - Koramangala,Urgent markdown,30,58 days since last sale. Sell-through stalled at 53%. Markdown needed to restart velocity.,1416,27026,30586,1
SKU-0276,Chikankari Coord Set (Mul mul),Coord Set,Sage green,XL,SUP-004,759,2184,65,38,27,0.415,0.585,2024-09-28,64,2.33,0.0,999.0,26.56,38475,Critical,Store - MG Road,Urgent markdown,30,64 days since last sale. Sell-through stalled at 58%. Markdown needed to restart velocity.,1529,26163,33026,1
SKU-0061,Kalamkari Kurta (Cotton),Kurta,Blush pink,M,SUP-001,598,1625,128,57,71,0.555,0.445,2024-10-15,47,2.64,0.0,999.0,26.08,72917,Warning,Online - Instagram,Urgent markdown,25,47 days since last sale. Sell-through stalled at 44%. Markdown needed to restart velocity.,1219,49584,69239,1
SKU-0231,Shibori Coord Set (Linen),Coord Set,Sage green,XS,SUP-001,731,1987,48,21,27,0.562,0.438,2024-10-16,46,1.73,0.0,999.0,25.85,33912,Warning,Online - Instagram,Urgent markdown,30,46 days since last sale. Sell-through stalled at 44%. Markdown needed to restart velocity.,1391,23060,30046,1
SKU-0293,Ajrakh Coord Set (Silk blend),Coord Set,Terracotta,XS,SUP-008,680,1559,47,28,19,0.404,0.596,2024-10-01,61,1.81,0.0,999.0,24.64,16701,Critical,Store - Indiranagar,Urgent markdown,30,61 days since last sale. Sell-through stalled at 60%. Markdown needed to restart velocity.,1091,11357,16583,1
SKU-0302,Shibori Dupatta (Chanderi),Dupatta,Mauve,XXL,SUP-007,183,711,120,67,53,0.442,0.558,2024-10-07,55,4.23,0.0,999.0,24.31,27984,Critical,Online - Instagram,Urgent markdown,20,55 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,569,19029,24126,1
SKU-0013,Bagru print Kurta (Rayon),Kurta,Rust,L,SUP-008,397,1452,115,65,50,0.435,0.565,2024-10-07,55,2.77,0.0,999.0,23.92,52750,Critical,Store - Indiranagar,Urgent markdown,25,55 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,1089,35870,43560,1
SKU-0478,Mirror work Palazzo (Georgette),Palazzo,Teal,XXL,SUP-007,232,690,48,27,21,0.438,0.562,2024-10-08,54,1.95,0.0,999.0,23.65,9618,Critical,Store - Koramangala,Urgent markdown,20,54 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,552,6540,9274,1
SKU-0266,Mirror work Coord Set (Silk blend),Coord Set,Ochre,L,SUP-005,810,1661,145,81,64,0.441,0.559,2024-10-09,53,3.22,0.0,999.0,23.37,54464,Critical,Store - MG Road,Urgent markdown,30,53 days since last sale. Sell-through stalled at 56%. Markdown needed to restart velocity.,1163,37036,59546,1
SKU-0146,Bagru print Saree (Cotton),Saree,Terracotta,XXL,SUP-008,1876,5777,88,52,36,0.409,0.591,2024-10-07,55,3.68,0.0,999.0,22.49,140436,Critical,Online - Nykaa,Urgent markdown,30,55 days since last sale. Sell-through stalled at 59%. Markdown needed to restart velocity.,4044,95496,116467,1
SKU-0494,Dabu print Palazzo (Linen),Palazzo,Ivory,M,SUP-008,262,1053,80,47,33,0.412,0.588,2024-10-17,45,2.28,0.0,999.0,18.54,26103,Warning,Online - Website,Urgent markdown,20,45 days since last sale. Sell-through stalled at 59%. Markdown needed to restart velocity.,842,17750,22229,1
SKU-0374,Mirror work Dress (Cotton),Dress,Charcoal,L,SUP-003,726,2009,113,9,104,0.92,0.08,2024-10-19,43,0.98,0.0,999.0,39.56,133432,Warning,Online - Instagram,Planned markdown,20,Slowing velocity (1.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1607,106746,133702,2
SKU-0227,Shibori Coord Set (Georgette),Coord Set,Blush pink,M,SUP-002,625,1616,52,3,49,0.942,0.058,2024-10-22,40,0.33,0.0,999.0,37.68,48559,Warning,Store - MG Road,Planned markdown,25,Slowing velocity (0.3 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1212,38847,47510,2
SKU-0257,Ajrakh Coord Set (Mul mul),Coord Set,Mauve,L,SUP-005,695,1960,37,5,32,0.865,0.135,2024-10-19,43,0.48,0.0,999.0,37.2,40480,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (0.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1470,32384,37632,2
SKU-0438,Dabu print Dress (Linen),Dress,Rust,XXL,SUP-006,505,1545,122,14,108,0.885,0.115,2024-10-20,42,1.08,0.0,999.0,37.17,112320,Warning,Online - Instagram,Planned markdown,20,Slowing velocity (1.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1236,89856,106790,2
SKU-0256,Ikat Coord Set (Silk blend),Coord Set,Charcoal,XS,SUP-006,535,2143,70,11,59,0.843,0.157,2024-10-18,44,0.7,0.0,999.0,37.09,94872,Warning,Online - Nykaa,Planned markdown,25,Slowing velocity (0.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1607,75898,75850,2
SKU-0314,Shibori Dupatta (Mul mul),Dupatta,Terracotta,S,SUP-003,209,749,106,6,100,0.943,0.057,2024-10-23,39,0.51,0.0,999.0,36.78,54000,Warning,Online - Instagram,Planned markdown,15,Slowing velocity (0.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,637,43200,50960,2
SKU-0195,Ajrakh Saree (Rayon),Saree,Rust,XS,SUP-009,1369,6163,53,32,21,0.396,0.604,2024-09-01,91,1.25,0.0,999.0,36.04,100674,Critical,Online - Nykaa,Planned markdown,25,Slowing velocity (1.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,4622,80539,77650,2
SKU-0269,Ajrakh Coord Set (Linen),Coord Set,Sage green,S,SUP-010,846,1529,54,35,19,0.352,0.648,2024-08-30,93,1.39,0.0,999.0,32.74,12977,Critical,Store - MG Road,Planned markdown,25,Slowing velocity (1.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1147,10382,17434,2
SKU-0481,Bandhani Palazzo (Chanderi),Palazzo,Indigo,XS,SUP-003,281,1023,109,21,88,0.807,0.193,2024-10-22,40,1.75,0.0,999.0,32.28,65296,Warning,Online - Nykaa,Planned markdown,15,Slowing velocity (1.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,870,52237,61248,2
SKU-0385,Kalamkari Dress (Linen),Dress,Terracotta,XL,SUP-010,725,1361,66,9,57,0.864,0.136,2024-10-26,36,0.87,0.0,999.0,31.1,36252,Warning,Online - Nykaa,Planned markdown,20,Slowing velocity (0.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1089,29002,49658,2
SKU-0159,Block print Saree (Georgette),Saree,Blush pink,M,SUP-008,1840,5840,124,11,113,0.911,0.089,2024-10-28,34,1.13,0.0,999.0,30.97,452000,Warning,Store - Koramangala,Planned markdown,25,Slowing velocity (1.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,4380,361600,395952,2
SKU-0277,Kalamkari Coord Set (Mul mul),Coord Set,Rust,M,SUP-006,623,1821,43,8,35,0.814,0.186,2024-10-25,37,0.74,0.0,999.0,30.12,41930,Warning,Online - Nykaa,Planned markdown,25,Slowing velocity (0.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1366,33544,38248,2
SKU-0177,Kalamkari Saree (Chanderi),Saree,Charcoal,M,SUP-009,1912,4576,96,22,74,0.771,0.229,2024-10-23,39,1.9,0.0,999.0,30.07,197136,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (1.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,3432,157709,203174,2
SKU-0377,Chikankari Dress (Cotton),Dress,Ochre,L,SUP-005,468,1322,83,50,33,0.398,0.602,2024-09-17,75,2.11,0.0,999.0,29.85,28182,Critical,Online - Instagram,Planned markdown,20,Slowing velocity (2.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1058,22546,27931,2
SKU-0044,Ajrakh Kurta (Chanderi),Kurta,Teal,XXL,SUP-003,491,1420,54,35,19,0.352,0.648,2024-09-08,84,1.57,0.0,999.0,29.57,17651,Critical,Store - Koramangala,Planned markdown,20,Slowing velocity (1.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1136,14121,17267,2
SKU-0058,Ajrakh Kurta (Rayon),Kurta,Rust,S,SUP-003,414,1366,116,26,90,0.776,0.224,2024-10-24,38,2.09,0.0,999.0,29.49,85680,Warning,Online - Instagram,Planned markdown,20,Slowing velocity (2.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1093,68544,78696,2
SKU-0412,Shibori Dress (Mul mul),Dress,Ivory,XS,SUP-001,667,1453,122,74,48,0.393,0.607,2024-09-19,73,3.7,0.0,999.0,28.69,37728,Critical,Store - Koramangala,Planned markdown,20,Slowing velocity (3.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1162,30182,44621,2
SKU-0317,Kalamkari Dupatta (Mul mul),Dupatta,Ochre,S,SUP-004,168,754,132,13,119,0.902,0.098,2024-10-31,31,1.05,0.0,999.0,27.96,69734,Warning,Online - Instagram,Planned markdown,15,Slowing velocity (1.1 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,641,55787,61023,2
SKU-0280,Kalamkari Coord Set (Rayon),Coord Set,Sage green,XS,SUP-003,741,1892,142,35,107,0.754,0.246,2024-10-25,37,2.58,0.0,999.0,27.9,123157,Warning,Online - Website,Planned markdown,25,Slowing velocity (2.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1419,98526,121466,2
SKU-0390,Ajrakh Dress (Silk blend),Dress,Sage green,M,SUP-001,511,1582,128,17,111,0.867,0.133,2024-10-30,32,0.77,0.0,999.0,27.74,118881,Warning,Store - Koramangala,Planned markdown,20,Slowing velocity (0.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1266,95105,112421,2
SKU-0261,Bagru print Coord Set (Mul mul),Coord Set,Rust,XXL,SUP-007,899,2435,121,81,40,0.331,0.669,2024-09-10,82,3.59,0.0,999.0,27.14,61440,Critical,Store - MG Road,Planned markdown,25,Slowing velocity (3.6 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1826,49152,58432,2
SKU-0048,Ajrakh Kurta (Mul mul),Kurta,Terracotta,XXL,SUP-003,396,1772,46,14,32,0.696,0.304,2024-10-23,39,1.51,0.0,999.0,27.14,44032,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (1.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1418,35226,36301,2
SKU-0284,Block print Coord Set (Chanderi),Coord Set,Indigo,S,SUP-008,629,1971,50,9,41,0.82,0.18,2024-10-29,33,1.03,0.0,999.0,27.06,55022,Warning,Store - Koramangala,Planned markdown,25,Slowing velocity (1.0 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1478,44018,48478,2
SKU-0173,Dabu print Saree (Silk blend),Saree,Indigo,XS,SUP-010,2133,3084,70,43,27,0.386,0.614,2024-09-22,70,2.45,0.0,999.0,27.02,25677,Critical,Online - Website,Planned markdown,25,Slowing velocity (2.5 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,2313,20542,49961,2
SKU-0041,Dabu print Kurta (Cotton),Kurta,Blush pink,XS,SUP-009,476,1104,72,48,24,0.333,0.667,2024-09-11,81,2.35,0.0,999.0,26.97,15072,Critical,Store - Indiranagar,Planned markdown,20,Slowing velocity (2.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,883,12058,16954,2
SKU-0224,Ajrakh Coord Set (Linen),Coord Set,Indigo,XS,SUP-005,750,2356,49,33,16,0.327,0.673,2024-09-10,82,1.43,0.0,999.0,26.81,25696,Critical,Online - Instagram,Planned markdown,25,Slowing velocity (1.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1767,20557,22618,2
SKU-0400,Kalamkari Dress (Mul mul),Dress,Indigo,XS,SUP-008,742,2005,64,7,57,0.891,0.109,2024-11-01,30,0.89,0.0,999.0,26.73,71991,Warning,Store - Indiranagar,Planned markdown,20,Slowing velocity (0.9 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1604,57593,73142,2
SKU-0073,Bagru print Kurta (Rayon),Kurta,Charcoal,XS,SUP-003,475,1007,106,64,42,0.396,0.604,2024-09-25,67,2.78,0.0,999.0,26.53,22344,Critical,Store - Indiranagar,Planned markdown,20,Slowing velocity (2.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,806,17875,27082,2
SKU-0218,Bagru print Coord Set (Georgette),Coord Set,Charcoal,L,SUP-002,540,1717,132,23,109,0.826,0.174,2024-10-30,32,2.21,0.0,999.0,26.43,128293,Warning,Store - MG Road,Planned markdown,25,Slowing velocity (2.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1288,102634,112314,2
SKU-0428,Kalamkari Dress (Linen),Dress,Teal,XL,SUP-009,594,1844,62,45,17,0.274,0.726,2024-08-28,95,1.8,0.0,999.0,26.03,21250,Critical,Store - Koramangala,Planned markdown,20,Slowing velocity (1.8 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1475,17000,20060,2
SKU-0260,Shibori Coord Set (Georgette),Coord Set,Terracotta,XXL,SUP-009,649,1852,84,28,56,0.667,0.333,2024-10-23,39,2.18,0.0,999.0,26.01,67368,Warning,Store - Indiranagar,Planned markdown,25,Slowing velocity (2.2 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1389,53894,62227,2
SKU-0077,Chikankari Kurta (Cotton),Kurta,Terracotta,XXL,SUP-008,403,1208,57,39,18,0.316,0.684,2024-09-11,81,1.74,0.0,999.0,25.6,14490,Critical,Store - Koramangala,Planned markdown,20,Slowing velocity (1.7 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,966,11592,13910,2
SKU-0105,Dabu print Kurta (Cotton),Kurta,Mauve,XXL,SUP-004,613,1318,55,19,36,0.655,0.345,2024-10-23,39,1.39,0.0,999.0,25.54,25380,Warning,Store - MG Road,Planned markdown,20,Slowing velocity (1.4 units/week). 999 weeks of stock at current pace. Schedule markdown for next week.,1054,20304,30355,2
