sku_id,product_name,category,color,size,cost_price,mrp,units_purchased,sell_through_rate,status,bleed_score,predicted_units_next_season,units_min,units_max,vs_last_season,buying_signal,estimated_capital_needed
SKU-0420,Ikat Dress (Georgette),Dress,Indigo,XS,432,1309,67,0.075,Critical,83.25,35,30,40,-32,Buy much less,15120
SKU-0073,Bagru print Kurta (Rayon),Kurta,Charcoal,XS,475,1007,106,0.604,Critical,26.53,74,63,85,-32,Buy much less,35150
SKU-0322,Dabu print Dupatta (Silk blend),Dupatta,Charcoal,XL,226,433,79,0.418,Warning,16.3,47,40,54,-32,Buy much less,10622
SKU-0192,Block print Saree (Silk blend),Saree,Charcoal,XL,1537,5556,61,0.016,Healthy,16.73,29,25,33,-32,Buy much less,44573
SKU-0368,Block print Dupatta (Cotton),Dupatta,Ivory,XL,128,693,88,0.25,Healthy,1.5,56,48,64,-32,Buy much less,7168
SKU-0140,Shibori Saree (Georgette),Saree,Rust,M,2172,5279,83,0.349,Warning,18.88,51,43,59,-32,Buy much less,110772
SKU-0184,Shibori Saree (Silk blend),Saree,Teal,S,806,2756,61,0.098,Critical,43.3,29,25,33,-32,Buy much less,23374
SKU-0493,Chikankari Palazzo (Chanderi),Palazzo,Indigo,XXL,274,1077,65,0.0,Critical,95.0,34,29,39,-31,Buy much less,9316
SKU-0444,Mirror work Dress (Mul mul),Dress,Charcoal,XL,606,1853,65,0.0,Critical,99.0,34,29,39,-31,Buy much less,20604
SKU-0495,Shibori Palazzo (Georgette),Palazzo,Ivory,L,272,1058,83,0.47,Critical,38.69,52,44,60,-31,Buy much less,14144
SKU-0290,Shibori Coord Set (Chanderi),Coord Set,Indigo,M,635,1759,65,0.062,Critical,116.31,34,29,39,-31,Buy much less,21590
SKU-0459,Ikat Palazzo (Silk blend),Palazzo,Rust,XXL,302,634,121,0.686,Healthy,0.31,90,76,103,-31,Buy much less,27180
SKU-0298,Kalamkari Coord Set (Georgette),Coord Set,Sage green,M,847,2169,124,0.371,Healthy,0.0,93,79,107,-31,Buy much less,78771
SKU-0432,Bagru print Dress (Cotton),Dress,Teal,XL,637,1615,125,0.76,Healthy,3.6,95,81,109,-30,Buy much less,60515
SKU-0062,Chikankari Kurta (Linen),Kurta,Mauve,L,385,1045,84,0.56,Critical,28.6,54,46,62,-30,Buy much less,20790
SKU-0242,Mirror work Coord Set (Silk blend),Coord Set,Indigo,XXL,823,2188,141,0.837,Warning,5.38,111,94,128,-30,Buy much less,91353
SKU-0031,Bagru print Kurta (Linen),Kurta,Blush pink,XS,557,1080,145,0.855,Critical,7.83,115,98,132,-30,Buy much less,64055
SKU-0288,Ikat Coord Set (Georgette),Coord Set,Rust,M,865,2651,136,0.64,Critical,20.16,106,90,122,-30,Buy much less,91690
SKU-0263,Ajrakh Coord Set (Georgette),Coord Set,Ivory,XL,648,2507,145,0.724,Critical,16.84,115,98,132,-30,Buy much less,74520
SKU-0096,Block print Kurta (Rayon),Kurta,Charcoal,L,371,1354,75,0.44,Healthy,9.52,45,38,52,-30,Buy much less,16695
SKU-0310,Bandhani Dupatta (Cotton),Dupatta,Rust,XXL,277,431,138,0.812,Warning,6.96,108,92,124,-30,Buy much less,29916
SKU-0158,Ajrakh Saree (Mul mul),Saree,Rust,XL,2052,6403,90,0.622,Healthy,8.69,61,52,70,-29,Buy much less,125172
SKU-0382,Block print Dress (Linen),Dress,Mauve,S,545,1494,85,0.353,Healthy,1.94,56,48,64,-29,Buy much less,30520
SKU-0071,Ikat Kurta (Linen),Kurta,Rust,XL,566,1250,68,0.691,Healthy,7.11,40,34,46,-28,Buy much less,22640
SKU-0203,Ajrakh Coord Set (Mul mul),Coord Set,Ivory,S,591,2072,62,0.242,Critical,77.32,34,29,39,-28,Buy much less,20094
SKU-0209,Shibori Coord Set (Rayon),Coord Set,Rust,S,511,1486,84,0.143,Healthy,1.71,56,48,64,-28,Buy much less,28616
SKU-0178,Bagru print Saree (Cotton),Saree,Mauve,M,1720,3555,117,0.222,Healthy,0.78,89,76,102,-28,Buy much less,153080
SKU-0423,Bandhani Dress (Rayon),Dress,Charcoal,XS,484,1455,83,0.169,Healthy,1.66,55,47,63,-28,Buy much less,26620
SKU-0210,Chikankari Coord Set (Rayon),Coord Set,Teal,M,737,2779,99,0.727,Warning,11.47,72,61,83,-27,Buy much less,53064
SKU-0461,Bandhani Palazzo (Linen),Palazzo,Charcoal,XXL,300,1086,129,0.884,Healthy,0.12,102,87,117,-27,Buy much less,30600
SKU-0425,Bandhani Dress (Georgette),Dress,Ochre,XS,557,1774,145,0.738,Critical,13.62,118,100,136,-27,Buy much less,65726
SKU-0214,Shibori Coord Set (Mul mul),Coord Set,Terracotta,XL,651,2346,129,0.829,Healthy,1.88,102,87,117,-27,Buy much less,66402
SKU-0431,Shibori Dress (Rayon),Dress,Indigo,S,551,1715,73,0.562,Critical,28.91,46,39,53,-27,Buy much less,25346
SKU-0434,Bandhani Dress (Silk blend),Dress,Mauve,L,445,2148,78,0.615,Critical,23.1,51,43,59,-27,Buy much less,22695
SKU-0377,Chikankari Dress (Cotton),Dress,Ochre,L,468,1322,83,0.602,Critical,29.85,56,48,64,-27,Buy much less,26208
SKU-0199,Mirror work Saree (Linen),Saree,Mauve,XL,1320,3216,117,0.701,Healthy,2.39,91,77,105,-26,Buy much less,120120
SKU-0262,Kalamkari Coord Set (Mul mul),Coord Set,Blush pink,L,614,2527,59,0.305,Critical,52.82,33,28,38,-26,Buy much less,20262
SKU-0237,Mirror work Coord Set (Chanderi),Coord Set,Rust,XXL,592,1704,95,0.284,Healthy,0.0,69,59,79,-26,Buy much less,40848
SKU-0105,Dabu print Kurta (Cotton),Kurta,Mauve,XXL,613,1318,55,0.345,Warning,25.54,29,25,33,-26,Buy much less,17777
SKU-0043,Shibori Kurta (Mul mul),Kurta,Sage green,XS,362,1777,139,0.683,Warning,15.53,113,96,130,-26,Buy much less,40906
SKU-0150,Dabu print Saree (Linen),Saree,Mauve,M,1976,3822,60,0.15,Critical,86.7,35,30,40,-25,Buy much less,69160
SKU-0151,Shibori Saree (Rayon),Saree,Teal,S,1445,6463,55,0.309,Critical,38.7,30,26,34,-25,Buy much less,43350
SKU-0443,Ikat Dress (Georgette),Dress,Ivory,M,427,1461,110,0.209,Healthy,0.0,85,72,98,-25,Buy much less,36295
SKU-0171,Dabu print Saree (Rayon),Saree,Mauve,M,1384,3163,68,0.544,Critical,28.73,43,37,49,-25,Buy much less,59512
SKU-0408,Kalamkari Dress (Silk blend),Dress,Mauve,M,577,1536,54,0.019,Warning,25.51,29,25,33,-25,Buy much less,16733
SKU-0285,Bagru print Coord Set (Silk blend),Coord Set,Ochre,XS,783,2114,89,0.27,Healthy,2.19,64,54,74,-25,Buy much less,50112
SKU-0359,Block print Dupatta (Chanderi),Dupatta,Blush pink,XS,256,673,74,0.243,Healthy,0.76,49,42,56,-25,Buy much less,12544
SKU-0456,Bagru print Palazzo (Georgette),Palazzo,Sage green,S,364,916,53,0.075,Healthy,15.73,28,24,32,-25,Buy much less,10192
SKU-0250,Ajrakh Coord Set (Silk blend),Coord Set,Sage green,S,518,2483,84,0.548,Warning,14.92,60,51,69,-24,Buy much less,31080
SKU-0294,Dabu print Coord Set (Cotton),Coord Set,Indigo,XXL,682,1887,59,0.305,Warning,25.02,35,30,40,-24,Buy much less,23870
SKU-0387,Ikat Dress (Cotton),Dress,Ochre,L,704,1176,66,0.318,Warning,23.87,43,37,49,-23,Buy much less,30272
SKU-0172,Ajrakh Saree (Cotton),Saree,Teal,L,2142,5615,88,0.136,Healthy,1.73,65,55,75,-23,Buy much less,139230
SKU-0457,Chikankari Palazzo (Rayon),Palazzo,Mauve,XXL,203,839,91,0.593,Warning,16.69,68,58,78,-23,Buy much less,13804
SKU-0227,Shibori Coord Set (Georgette),Coord Set,Blush pink,M,625,1616,52,0.058,Warning,37.68,29,25,33,-23,Buy much less,18125
SKU-0344,Dabu print Dupatta (Rayon),Dupatta,Blush pink,S,195,825,114,0.439,Healthy,0.0,91,77,105,-23,Buy much less,17745
SKU-0240,Mirror work Coord Set (Linen),Coord Set,Indigo,L,542,2343,52,0.135,Critical,45.84,29,25,33,-23,Buy much less,15718
SKU-0301,Kalamkari Dupatta (Silk blend),Dupatta,Ivory,L,263,421,128,0.828,Warning,8.08,106,90,122,-22,Buy much less,27878
SKU-0167,Chikankari Saree (Rayon),Saree,Indigo,M,1538,5441,75,0.253,Healthy,1.49,53,45,61,-22,Buy much less,81514
SKU-0045,Mirror work Kurta (Chanderi),Kurta,Terracotta,XXL,535,1524,81,0.815,Healthy,4.26,59,50,68,-22,Buy much less,31565
SKU-0261,Bagru print Coord Set (Mul mul),Coord Set,Rust,XXL,899,2435,121,0.669,Critical,27.14,99,84,114,-22,Buy much less,89001
SKU-0035,Mirror work Kurta (Linen),Kurta,Rust,XXL,371,1699,56,0.464,Critical,49.31,34,29,39,-22,Buy much less,12614
SKU-0126,Dabu print Saree (Rayon),Saree,Blush pink,XXL,822,3014,118,0.669,Healthy,1.66,96,82,110,-22,Buy much less,78912
SKU-0238,Dabu print Coord Set (Chanderi),Coord Set,Ochre,L,764,2426,122,0.73,Healthy,1.08,100,85,115,-22,Buy much less,76400
SKU-0205,Ajrakh Coord Set (Chanderi),Coord Set,Teal,L,589,1521,133,0.767,Critical,14.45,111,94,128,-22,Buy much less,65379
SKU-0391,Dabu print Dress (Silk blend),Dress,Mauve,XL,671,1203,57,0.281,Critical,70.46,35,30,40,-22,Buy much less,23485
SKU-0138,Bandhani Saree (Georgette),Saree,Sage green,XS,1936,4361,58,0.569,Critical,43.96,37,31,43,-21,Buy much less,71632
SKU-0499,Mirror work Palazzo (Rayon),Palazzo,Mauve,XS,320,934,121,0.86,Healthy,1.96,100,85,115,-21,Buy much less,32000
SKU-0111,Ikat Kurta (Cotton),Kurta,Sage green,XS,467,1785,119,0.176,Healthy,0.82,98,83,113,-21,Buy much less,45766
SKU-0284,Block print Coord Set (Chanderi),Coord Set,Indigo,S,629,1971,50,0.18,Warning,27.06,29,25,33,-21,Buy much less,18241
SKU-0181,Bandhani Saree (Chanderi),Saree,Rust,S,1023,2517,120,0.65,Warning,9.8,99,84,114,-21,Buy much less,101277
SKU-0114,Kalamkari Kurta (Cotton),Kurta,Ivory,XS,433,1270,67,0.403,Warning,20.9,46,39,53,-21,Buy much less,19918
SKU-0131,Kalamkari Saree (Chanderi),Saree,Charcoal,M,1960,5707,54,0.0,Critical,70.0,33,28,38,-21,Buy much less,64680
SKU-0274,Ajrakh Coord Set (Rayon),Coord Set,Blush pink,XS,629,1781,112,0.196,Healthy,1.61,92,78,106,-20,Buy much less,57868
SKU-0020,Shibori Kurta (Linen),Kurta,Mauve,XS,547,1405,135,0.733,Critical,16.82,115,98,132,-20,Buy much less,62905
SKU-0383,Ikat Dress (Cotton),Dress,Indigo,XL,623,1932,117,0.376,Healthy,0.62,97,82,112,-20,Buy much less,60431
SKU-0363,Block print Dupatta (Georgette),Dupatta,Ochre,XXL,210,788,54,0.037,Critical,113.63,34,29,39,-20,Buy much less,7140
SKU-0197,Ikat Saree (Georgette),Saree,Rust,XL,1390,3250,53,0.264,Warning,24.29,33,28,38,-20,Buy much less,45870
SKU-0289,Mirror work Coord Set (Chanderi),Coord Set,Ochre,L,760,2172,124,0.597,Warning,14.91,104,88,120,-20,Buy much less,79040
SKU-0102,Dabu print Kurta (Georgette),Kurta,Charcoal,XS,541,1580,115,0.374,Healthy,0.0,96,82,110,-19,Buy less,51936
SKU-0328,Ajrakh Dupatta (Linen),Dupatta,Ochre,S,205,526,103,0.301,Healthy,0.0,84,71,97,-19,Buy less,17220
SKU-0330,Chikankari Dupatta (Linen),Dupatta,Blush pink,XXL,231,784,128,0.727,Warning,11.74,109,93,125,-19,Buy less,25179
SKU-0353,Shibori Dupatta (Mul mul),Dupatta,Sage green,XL,250,775,107,0.318,Healthy,1.36,89,76,102,-18,Buy less,22250
SKU-0136,Bagru print Saree (Silk blend),Saree,Ivory,XL,1964,3189,48,0.104,Critical,45.7,30,26,34,-18,Buy less,58920
SKU-0002,Bagru print Kurta (Silk blend),Kurta,Ochre,XL,437,1322,117,0.658,Warning,12.65,99,84,114,-18,Buy less,43263
SKU-0378,Chikankari Dress (Cotton),Dress,Mauve,XXL,526,1519,59,0.593,Warning,16.28,41,35,47,-18,Buy less,21566
SKU-0188,Kalamkari Saree (Rayon),Saree,Ochre,L,1793,6102,125,0.736,Critical,22.7,107,91,123,-18,Buy less,191851
SKU-0394,Dabu print Dress (Mul mul),Dress,Ochre,XS,603,2143,48,0.25,Warning,20.25,30,26,34,-18,Buy less,18090
SKU-0448,Kalamkari Dress (Linen),Dress,Rust,M,742,2079,132,0.788,Critical,12.72,114,97,131,-18,Buy less,84588
SKU-0093,Bandhani Kurta (Georgette),Kurta,Charcoal,M,402,1399,45,0.289,Critical,36.97,28,24,32,-17,Buy less,11256
SKU-0001,Bagru print Kurta (Rayon),Kurta,Mauve,S,452,1385,116,0.767,Warning,6.06,99,84,114,-17,Buy less,44748
SKU-0482,Dabu print Palazzo (Silk blend),Palazzo,Teal,M,201,715,49,0.163,Healthy,17.58,32,27,37,-17,Buy less,6432
SKU-0084,Kalamkari Kurta (Rayon),Kurta,Mauve,S,482,1720,112,0.339,Healthy,0.0,95,81,109,-17,Buy less,45790
SKU-0195,Ajrakh Saree (Rayon),Saree,Rust,XS,1369,6163,53,0.604,Critical,36.04,36,31,41,-17,Buy less,49284
SKU-0407,Chikankari Dress (Rayon),Dress,Teal,XS,539,2150,134,0.627,Critical,24.24,118,100,136,-16,Buy less,63602
SKU-0397,Bandhani Dress (Georgette),Dress,Sage green,XL,638,1181,77,0.61,Warning,9.75,61,52,70,-16,Buy less,38918
SKU-0016,Chikankari Kurta (Rayon),Kurta,Sage green,XL,571,1434,88,0.705,Critical,22.72,72,61,83,-16,Buy less,41112
SKU-0082,Kalamkari Kurta (Chanderi),Kurta,Charcoal,XXL,495,1173,106,0.198,Healthy,1.6,90,76,103,-16,Buy less,44550
SKU-0303,Shibori Dupatta (Mul mul),Dupatta,Sage green,XXL,274,415,119,0.832,Warning,5.04,103,88,118,-16,Buy less,28222
SKU-0412,Shibori Dress (Mul mul),Dress,Ivory,XS,667,1453,122,0.607,Critical,28.69,106,90,122,-16,Buy less,70702
SKU-0101,Ajrakh Kurta (Chanderi),Kurta,Ochre,M,460,1699,44,0.341,Critical,32.95,28,24,32,-16,Buy less,12880
SKU-0165,Chikankari Saree (Georgette),Saree,Blush pink,XS,1735,6478,122,0.639,Warning,14.8,106,90,122,-16,Buy less,183910
SKU-0269,Ajrakh Coord Set (Linen),Coord Set,Sage green,S,846,1529,54,0.648,Critical,32.74,38,32,44,-16,Buy less,32148
SKU-0070,Bagru print Kurta (Rayon),Kurta,Ivory,XXL,514,1371,46,0.13,Critical,54.81,30,26,34,-16,Buy less,15420
SKU-0329,Mirror work Dupatta (Cotton),Dupatta,Indigo,S,204,354,45,0.044,Healthy,6.69,29,25,33,-16,Buy less,5916
SKU-0086,Bagru print Kurta (Georgette),Kurta,Terracotta,S,637,983,83,0.663,Warning,12.13,68,58,78,-15,Buy less,43316
SKU-0208,Bandhani Coord Set (Georgette),Coord Set,Charcoal,L,521,1809,43,0.465,Warning,23.54,28,24,32,-15,Buy less,14588
SKU-0161,Chikankari Saree (Cotton),Saree,Teal,S,846,5559,115,0.191,Healthy,0.81,101,86,116,-14,Buy less,85446
SKU-0241,Kalamkari Coord Set (Mul mul),Coord Set,Charcoal,L,606,2414,44,0.432,Warning,19.31,30,26,34,-14,Buy less,18180
SKU-0048,Ajrakh Kurta (Mul mul),Kurta,Terracotta,XXL,396,1772,46,0.304,Warning,27.14,32,27,37,-14,Buy less,12672
SKU-0480,Ajrakh Palazzo (Linen),Palazzo,Terracotta,XL,261,751,98,0.316,Healthy,1.37,84,71,97,-14,Buy less,21924
SKU-0123,Ikat Saree (Rayon),Saree,Blush pink,L,1941,5053,44,0.477,Critical,30.86,30,26,34,-14,Buy less,58230
SKU-0277,Kalamkari Coord Set (Mul mul),Coord Set,Rust,M,623,1821,43,0.186,Warning,30.12,29,25,33,-14,Buy less,18067
SKU-0202,Block print Coord Set (Mul mul),Coord Set,Charcoal,XXL,713,2511,115,0.47,Healthy,0.0,101,86,116,-14,Buy less,72013
SKU-0496,Ajrakh Palazzo (Rayon),Palazzo,Terracotta,M,236,736,69,0.696,Warning,9.73,56,48,64,-13,Buy less,13216
SKU-0276,Chikankari Coord Set (Mul mul),Coord Set,Sage green,XL,759,2184,65,0.585,Critical,26.56,52,44,60,-13,Buy less,39468
SKU-0033,Bandhani Kurta (Rayon),Kurta,Charcoal,L,502,1287,97,0.66,Healthy,2.72,84,71,97,-13,Buy less,42168
SKU-0134,Dabu print Saree (Mul mul),Saree,Indigo,XL,1984,6358,100,0.73,Critical,15.39,87,74,100,-13,Buy less,172608
SKU-0075,Kalamkari Kurta (Linen),Kurta,Mauve,M,393,1634,65,0.769,Critical,14.09,53,45,61,-12,Buy less,20829
SKU-0292,Kalamkari Coord Set (Mul mul),Coord Set,Blush pink,S,754,1769,42,0.095,Healthy,6.34,30,26,34,-12,Buy less,22620
SKU-0428,Kalamkari Dress (Linen),Dress,Teal,XL,594,1844,62,0.726,Critical,26.03,50,42,57,-12,Buy less,29700
SKU-0336,Ikat Dupatta (Rayon),Dupatta,Mauve,XS,271,825,111,0.45,Healthy,0.55,99,84,114,-12,Buy less,26829
SKU-0362,Ikat Dupatta (Linen),Dupatta,Rust,XXL,174,804,117,0.607,Warning,12.58,105,89,121,-12,Buy less,18270
SKU-0198,Shibori Saree (Linen),Saree,Teal,XS,1177,5146,129,0.822,Critical,13.17,118,100,136,-11,Buy less,138886
SKU-0268,Chikankari Coord Set (Mul mul),Coord Set,Charcoal,XL,715,1533,95,0.853,Healthy,0.15,84,71,97,-11,Buy less,60060
SKU-0057,Block print Kurta (Cotton),Kurta,Rust,M,527,1624,41,0.561,Critical,28.54,30,26,34,-11,Buy less,15810
SKU-0142,Ikat Saree (Mul mul),Saree,Mauve,XXL,1911,3511,43,0.558,Critical,27.85,32,27,37,-11,Buy less,61152
SKU-0455,Chikankari Palazzo (Linen),Palazzo,Charcoal,M,335,917,44,0.386,Critical,54.03,33,28,38,-11,Buy less,11055
SKU-0231,Shibori Coord Set (Linen),Coord Set,Sage green,XS,731,1987,48,0.438,Warning,25.85,37,31,43,-11,Buy less,27047
SKU-0182,Bagru print Saree (Mul mul),Saree,Ivory,M,2112,3485,42,0.357,Critical,41.15,31,26,36,-11,Buy less,65472
SKU-0110,Bagru print Kurta (Chanderi),Kurta,Rust,XL,411,1390,99,0.545,Healthy,10.46,88,75,101,-11,Buy less,36168
SKU-0156,Ajrakh Saree (Rayon),Saree,Charcoal,XS,1164,2681,46,0.87,Warning,6.11,35,30,40,-11,Buy less,40740
SKU-0032,Mirror work Kurta (Mul mul),Kurta,Rust,XXL,424,1574,128,0.82,Critical,16.2,117,99,135,-11,Buy less,49608
SKU-0281,Ikat Coord Set (Georgette),Coord Set,Mauve,S,687,1794,63,0.841,Critical,8.75,53,45,61,-10,Buy less,36411
SKU-0041,Dabu print Kurta (Cotton),Kurta,Blush pink,XS,476,1104,72,0.667,Critical,26.97,62,53,71,-10,Buy less,29512
SKU-0486,Mirror work Palazzo (Silk blend),Palazzo,Mauve,M,252,628,51,0.392,Warning,16.42,41,35,47,-10,Buy less,10332
SKU-0224,Ajrakh Coord Set (Linen),Coord Set,Indigo,XS,750,2356,49,0.673,Critical,26.81,39,33,45,-10,Buy less,29250
SKU-0468,Chikankari Palazzo (Cotton),Palazzo,Ivory,M,280,625,44,0.136,Critical,71.71,34,29,39,-10,Buy less,9520
SKU-0271,Shibori Coord Set (Rayon),Coord Set,Mauve,S,880,2298,50,0.7,Critical,17.7,40,34,46,-10,Buy less,35200
SKU-0403,Kalamkari Dress (Mul mul),Dress,Charcoal,XS,456,1240,64,0.688,Critical,21.53,54,46,62,-10,Buy less,24624
SKU-0282,Bagru print Coord Set (Silk blend),Coord Set,Charcoal,XL,551,2023,58,0.534,Critical,27.03,49,42,56,-9,Buy less,26999
SKU-0077,Chikankari Kurta (Cotton),Kurta,Terracotta,XXL,403,1208,57,0.684,Critical,25.6,48,41,55,-9,Buy less,19344
SKU-0080,Bandhani Kurta (Rayon),Kurta,Ochre,S,561,1410,98,0.837,Critical,9.62,89,76,102,-9,Buy less,49929
SKU-0190,Ajrakh Saree (Chanderi),Saree,Sage green,M,1504,2221,81,0.605,Critical,22.91,72,61,83,-9,Buy less,108288
SKU-0398,Block print Dress (Cotton),Dress,Ivory,M,748,1215,96,0.583,Warning,12.93,87,74,100,-9,Buy less,65076
SKU-0473,Bagru print Palazzo (Linen),Palazzo,Rust,XS,371,700,101,0.109,Healthy,0.89,93,79,107,-8,Buy less,34503
SKU-0409,Chikankari Dress (Georgette),Dress,Terracotta,S,633,1130,101,0.733,Warning,6.94,93,79,107,-8,Buy less,58869
SKU-0257,Ajrakh Coord Set (Mul mul),Coord Set,Mauve,L,695,1960,37,0.135,Warning,37.2,29,25,33,-8,Buy less,20155
SKU-0044,Ajrakh Kurta (Chanderi),Kurta,Teal,XXL,491,1420,54,0.648,Critical,29.57,46,39,53,-8,Buy less,22586
SKU-0497,Kalamkari Palazzo (Georgette),Palazzo,Indigo,S,363,801,40,0.375,Critical,42.5,32,27,37,-8,Buy less,11616
SKU-0217,Dabu print Coord Set (Mul mul),Coord Set,Indigo,XL,781,1499,67,0.687,Warning,9.39,60,51,69,-7,Buy less,46860
SKU-0297,Chikankari Coord Set (Mul mul),Coord Set,Ochre,XXL,801,2783,51,0.647,Critical,24.36,44,37,51,-7,Buy less,35244
SKU-0068,Dabu print Kurta (Mul mul),Kurta,Ivory,XL,425,958,36,0.361,Warning,20.45,29,25,33,-7,Buy less,12325
SKU-0005,Chikankari Kurta (Chanderi),Kurta,Sage green,XS,484,970,38,0.395,Critical,33.28,31,26,36,-7,Buy less,15004
SKU-0153,Dabu print Saree (Rayon),Saree,Mauve,M,1492,5563,40,0.15,Critical,70.55,34,29,39,-6,Buy less,50728
SKU-0069,Ajrakh Kurta (Silk blend),Kurta,Terracotta,S,523,1602,58,0.793,Critical,12.21,52,44,60,-6,Buy less,27196
SKU-0302,Shibori Dupatta (Chanderi),Dupatta,Mauve,XXL,183,711,120,0.558,Critical,24.31,114,97,131,-6,Buy less,20862
SKU-0259,Block print Coord Set (Silk blend),Coord Set,Indigo,XXL,671,2169,37,0.649,Critical,19.66,31,26,36,-6,Buy less,20801
SKU-0168,Kalamkari Saree (Mul mul),Saree,Charcoal,L,828,4232,39,0.462,Warning,21.52,34,29,39,-5,Buy less,28152
SKU-0364,Mirror work Dupatta (Chanderi),Dupatta,Blush pink,M,264,410,94,0.213,Healthy,0.79,89,76,102,-5,Buy less,23496
SKU-0323,Ajrakh Dupatta (Silk blend),Dupatta,Sage green,XL,126,419,55,0.727,Critical,15.29,50,42,57,-5,Buy less,6300
SKU-0091,Bandhani Kurta (Cotton),Kurta,Mauve,XL,379,1708,39,0.59,Critical,30.34,34,29,39,-5,Buy less,12886
SKU-0386,Bandhani Dress (Georgette),Dress,Ochre,L,589,1223,102,0.833,Warning,5.68,97,82,112,-5,Buy less,57133
SKU-0248,Dabu print Coord Set (Chanderi),Coord Set,Charcoal,XL,892,2449,101,0.277,Healthy,0.0,96,82,110,-5,Buy less,85632
SKU-0125,Kalamkari Saree (Mul mul),Saree,Terracotta,XXL,2115,2993,101,0.545,Healthy,0.46,96,82,110,-5,Buy less,203040
SKU-0026,Shibori Kurta (Mul mul),Kurta,Ochre,XL,589,1093,49,0.673,Warning,15.04,44,37,51,-5,Buy less,25916
SKU-0478,Mirror work Palazzo (Georgette),Palazzo,Teal,XXL,232,690,48,0.562,Critical,23.65,44,37,51,-4,Same,10208
SKU-0361,Bandhani Dupatta (Linen),Dupatta,Sage green,XS,212,755,33,0.061,Healthy,15.02,29,25,33,-4,Same,6148
SKU-0430,Block print Dress (Georgette),Dress,Charcoal,XL,579,1430,88,0.148,Healthy,0.85,84,71,97,-4,Same,48636
SKU-0460,Shibori Palazzo (Rayon),Palazzo,Teal,S,275,587,59,0.814,Critical,13.21,55,47,63,-4,Same,15125
SKU-0479,Bagru print Palazzo (Chanderi),Palazzo,Terracotta,XS,327,1026,37,0.108,Critical,71.36,33,28,38,-4,Same,10791
SKU-0355,Shibori Dupatta (Cotton),Dupatta,Blush pink,L,180,513,43,0.326,Healthy,6.74,39,33,45,-4,Same,7020
SKU-0267,Dabu print Coord Set (Linen),Coord Set,Indigo,XL,511,2662,59,0.441,Healthy,8.94,56,48,64,-3,Same,28616
SKU-0010,Shibori Kurta (Rayon),Kurta,Ivory,XS,566,1713,38,0.711,Critical,20.52,35,30,40,-3,Same,19810
SKU-0254,Chikankari Coord Set (Cotton),Coord Set,Ivory,M,541,2797,53,0.755,Critical,14.94,50,42,57,-3,Same,27050
SKU-0019,Shibori Kurta (Silk blend),Kurta,Charcoal,L,539,1174,32,0.844,Critical,8.11,29,25,33,-3,Same,15631
SKU-0342,Ikat Dupatta (Linen),Dupatta,Indigo,XXL,245,482,89,0.146,Healthy,0.0,86,73,99,-3,Same,21070
SKU-0470,Chikankari Palazzo (Mul mul),Palazzo,Blush pink,M,277,819,35,0.543,Critical,47.98,33,28,38,-2,Same,9141
SKU-0029,Dabu print Kurta (Cotton),Kurta,Sage green,L,647,1560,31,0.065,Healthy,18.7,29,25,33,-2,Same,18763
SKU-0173,Dabu print Saree (Silk blend),Saree,Indigo,XS,2133,3084,70,0.614,Critical,27.02,68,58,78,-2,Same,145044
SKU-0169,Ikat Saree (Rayon),Saree,Ivory,XXL,1725,3120,32,0.688,Warning,12.17,30,26,34,-2,Same,51750
SKU-0107,Chikankari Kurta (Mul mul),Kurta,Blush pink,XS,626,1659,32,0.125,Critical,55.12,30,26,34,-2,Same,18780
SKU-0487,Block print Palazzo (Cotton),Palazzo,Sage green,XS,299,963,65,0.292,Healthy,2.83,63,54,72,-2,Same,18837
SKU-0469,Ikat Palazzo (Chanderi),Palazzo,Ivory,M,299,1093,64,0.672,Critical,16.73,62,53,71,-2,Same,18538
SKU-0437,Dabu print Dress (Rayon),Dress,Mauve,XXL,645,1114,91,0.736,Healthy,0.0,89,76,102,-2,Same,57405
SKU-0022,Ajrakh Kurta (Silk blend),Kurta,Ivory,XL,401,1217,85,0.624,Healthy,0.75,83,71,95,-2,Same,33283
SKU-0440,Bagru print Dress (Silk blend),Dress,Terracotta,XXL,691,1679,105,0.886,Healthy,2.39,104,88,120,-1,Same,71864
SKU-0475,Kalamkari Palazzo (Silk blend),Palazzo,Mauve,M,271,673,35,0.086,Critical,75.86,34,29,39,-1,Same,9214
SKU-0343,Shibori Dupatta (Rayon),Dupatta,Blush pink,S,240,744,32,0.281,Critical,46.74,31,26,36,-1,Same,7440
SKU-0335,Kalamkari Dupatta (Silk blend),Dupatta,Blush pink,L,242,527,37,0.865,Critical,9.32,36,31,41,-1,Same,8712
SKU-0243,Bandhani Coord Set (Chanderi),Coord Set,Sage green,XXL,872,1893,31,0.226,Healthy,6.97,30,26,34,-1,Same,26160
SKU-0064,Bandhani Kurta (Cotton),Kurta,Sage green,L,566,1291,48,0.729,Critical,23.31,47,40,54,-1,Same,26602
SKU-0477,Mirror work Palazzo (Rayon),Palazzo,Indigo,XXL,249,1038,97,0.371,Healthy,0.0,96,82,110,-1,Same,23904
SKU-0155,Ikat Saree (Silk blend),Saree,Rust,L,1463,3985,91,0.56,Healthy,0.0,90,76,103,-1,Same,131670
SKU-0341,Block print Dupatta (Mul mul),Dupatta,Charcoal,L,188,374,55,0.691,Critical,25.34,55,47,63,0,Same,10340
