sku_id,product_name,category,color,size,supplier_id,launch_date,cost_price,mrp,margin_per_unit,units_purchased,units_sold_total,units_on_hand,stock_remaining_pct,sell_through_rate,last_sale_date,days_since_last_sale,days_on_shelf,units_sold_last_4w,velocity_overall,weeks_of_stock,bleed_score,margin_at_risk,status,top_channel
SKU-0101,Ajrakh Kurta (Chanderi),Kurta,Ochre,M,SUP-003,2024-08-03,460,1699,1239,44,15,29,0.659,0.341,2024-10-12,50,120,0.0,0.88,999.0,32.95,35931,Critical,Online - Nykaa
SKU-0269,Ajrakh Coord Set (Linen),Coord Set,Sage green,S,SUP-010,2024-06-08,846,1529,683,54,35,19,0.352,0.648,2024-08-30,93,176,0.0,1.39,999.0,32.74,12977,Critical,Store - MG Road
SKU-0393,Mirror work Dress (Silk blend),Dress,Teal,L,SUP-005,2024-06-22,686,1345,659,110,60,50,0.455,0.545,2024-09-21,71,162,0.0,2.59,999.0,32.3,32950,Critical,Online - Instagram
SKU-0481,Bandhani Palazzo (Chanderi),Palazzo,Indigo,XS,SUP-003,2024-09-08,281,1023,742,109,21,88,0.807,0.193,2024-10-22,40,84,0.0,1.75,999.0,32.28,65296,Warning,Online - Nykaa
SKU-0385,Kalamkari Dress (Linen),Dress,Terracotta,XL,SUP-010,2024-09-20,725,1361,636,66,9,57,0.864,0.136,2024-10-26,36,72,0.0,0.87,999.0,31.1,36252,Warning,Online - Nykaa
SKU-0159,Block print Saree (Georgette),Saree,Blush pink,M,SUP-008,2024-09-24,1840,5840,4000,124,11,113,0.911,0.089,2024-10-28,34,68,0.0,1.13,999.0,30.97,452000,Warning,Store - Koramangala
SKU-0123,Ikat Saree (Rayon),Saree,Blush pink,L,SUP-008,2024-06-30,1941,5053,3112,44,21,23,0.523,0.477,2024-10-03,59,154,0.0,0.95,999.0,30.86,71576,Critical,Store - MG Road
SKU-0164,Bandhani Saree (Mul mul),Saree,Indigo,M,SUP-005,2024-06-19,2096,3382,1286,72,33,39,0.542,0.458,2024-10-06,56,165,0.0,1.4,999.0,30.35,50154,Critical,Store - MG Road
SKU-0091,Bandhani Kurta (Cotton),Kurta,Mauve,XL,SUP-004,2024-08-04,379,1708,1329,39,23,16,0.41,0.59,2024-09-18,74,119,0.0,1.35,999.0,30.34,21264,Critical,Store - Koramangala
SKU-0277,Kalamkari Coord Set (Mul mul),Coord Set,Rust,M,SUP-006,2024-09-16,623,1821,1198,43,8,35,0.814,0.186,2024-10-25,37,76,0.0,0.74,999.0,30.12,41930,Warning,Online - Nykaa
SKU-0177,Kalamkari Saree (Chanderi),Saree,Charcoal,M,SUP-009,2024-09-11,1912,4576,2664,96,22,74,0.771,0.229,2024-10-23,39,81,0.0,1.9,999.0,30.07,197136,Warning,Store - Indiranagar
SKU-0377,Chikankari Dress (Cotton),Dress,Ochre,L,SUP-005,2024-06-18,468,1322,854,83,50,33,0.398,0.602,2024-09-17,75,166,0.0,2.11,999.0,29.85,28182,Critical,Online - Instagram
SKU-0324,Shibori Dupatta (Rayon),Dupatta,Terracotta,XL,SUP-002,2024-06-29,239,733,494,98,47,51,0.52,0.48,2024-10-05,57,155,0.0,2.12,999.0,29.64,25194,Critical,Online - Nykaa
SKU-0044,Ajrakh Kurta (Chanderi),Kurta,Teal,XXL,SUP-003,2024-06-28,491,1420,929,54,35,19,0.352,0.648,2024-09-08,84,156,0.0,1.57,999.0,29.57,17651,Critical,Store - Koramangala
SKU-0058,Ajrakh Kurta (Rayon),Kurta,Rust,S,SUP-003,2024-09-05,414,1366,952,116,26,90,0.776,0.224,2024-10-24,38,87,0.0,2.09,999.0,29.49,85680,Warning,Online - Instagram
SKU-0183,Kalamkari Saree (Chanderi),Saree,Sage green,M,SUP-006,2024-08-21,1162,4804,3642,89,31,58,0.652,0.348,2024-10-17,45,102,0.0,2.13,999.0,29.34,211236,Warning,Online - Nykaa
SKU-0431,Shibori Dress (Rayon),Dress,Indigo,S,SUP-007,2024-06-14,551,1715,1164,73,41,32,0.438,0.562,2024-09-26,66,170,0.0,1.69,999.0,28.91,37248,Critical,Store - MG Road
SKU-0171,Dabu print Saree (Rayon),Saree,Mauve,M,SUP-006,2024-07-01,1384,3163,1779,68,37,31,0.456,0.544,2024-09-29,63,153,0.0,1.69,999.0,28.73,55149,Critical,Store - Koramangala
SKU-0412,Shibori Dress (Mul mul),Dress,Ivory,XS,SUP-001,2024-07-14,667,1453,786,122,74,48,0.393,0.607,2024-09-19,73,140,0.0,3.7,999.0,28.69,37728,Critical,Store - Koramangala
SKU-0062,Chikankari Kurta (Linen),Kurta,Mauve,L,SUP-001,2024-06-19,385,1045,660,84,47,37,0.44,0.56,2024-09-27,65,165,0.0,1.99,999.0,28.6,24420,Critical,Store - Koramangala
SKU-0057,Block print Kurta (Cotton),Kurta,Rust,M,SUP-005,2024-07-17,527,1624,1097,41,23,18,0.439,0.561,2024-09-27,65,137,0.0,1.18,999.0,28.54,19746,Critical,Store - MG Road
SKU-0317,Kalamkari Dupatta (Mul mul),Dupatta,Ochre,S,SUP-004,2024-09-05,168,754,586,132,13,119,0.902,0.098,2024-10-31,31,87,0.0,1.05,999.0,27.96,69734,Warning,Online - Instagram
SKU-0025,Mirror work Kurta (Rayon),Kurta,Sage green,S,SUP-006,2024-06-26,533,1072,539,115,64,51,0.443,0.557,2024-09-29,63,158,0.0,2.84,999.0,27.91,27489,Critical,Online - Instagram
SKU-0280,Kalamkari Coord Set (Rayon),Coord Set,Sage green,XS,SUP-003,2024-08-28,741,1892,1151,142,35,107,0.754,0.246,2024-10-25,37,95,0.0,2.58,999.0,27.9,123157,Warning,Online - Website
SKU-0142,Ikat Saree (Mul mul),Saree,Mauve,XXL,SUP-005,2024-07-21,1911,3511,1600,43,24,19,0.442,0.558,2024-09-29,63,133,0.0,1.26,999.0,27.85,30400,Critical,Online - Nykaa
SKU-0390,Ajrakh Dress (Silk blend),Dress,Sage green,M,SUP-001,2024-06-30,511,1582,1071,128,17,111,0.867,0.133,2024-10-30,32,154,0.0,0.77,999.0,27.74,118881,Warning,Store - Koramangala
SKU-0261,Bagru print Coord Set (Mul mul),Coord Set,Rust,XXL,SUP-007,2024-06-26,899,2435,1536,121,81,40,0.331,0.669,2024-09-10,82,158,0.0,3.59,999.0,27.14,61440,Critical,Store - MG Road
SKU-0048,Ajrakh Kurta (Mul mul),Kurta,Terracotta,XXL,SUP-003,2024-09-27,396,1772,1376,46,14,32,0.696,0.304,2024-10-23,39,65,0.0,1.51,999.0,27.14,44032,Warning,Store - MG Road
SKU-0284,Block print Coord Set (Chanderi),Coord Set,Indigo,S,SUP-008,2024-10-01,629,1971,1342,50,9,41,0.82,0.18,2024-10-29,33,61,0.0,1.03,999.0,27.06,55022,Warning,Store - Koramangala
SKU-0282,Bagru print Coord Set (Silk blend),Coord Set,Charcoal,XL,SUP-004,2024-08-28,551,2023,1472,58,31,27,0.466,0.534,2024-10-04,58,95,0.0,2.28,999.0,27.03,39744,Critical,Store - Koramangala
SKU-0173,Dabu print Saree (Silk blend),Saree,Indigo,XS,SUP-010,2024-07-31,2133,3084,951,70,43,27,0.386,0.614,2024-09-22,70,123,0.0,2.45,999.0,27.02,25677,Critical,Online - Website
SKU-0041,Dabu print Kurta (Cotton),Kurta,Blush pink,XS,SUP-009,2024-07-11,476,1104,628,72,48,24,0.333,0.667,2024-09-11,81,143,0.0,2.35,999.0,26.97,15072,Critical,Store - Indiranagar
SKU-0224,Ajrakh Coord Set (Linen),Coord Set,Indigo,XS,SUP-005,2024-06-23,750,2356,1606,49,33,16,0.327,0.673,2024-09-10,82,161,0.0,1.43,999.0,26.81,25696,Critical,Online - Instagram
SKU-0400,Kalamkari Dress (Mul mul),Dress,Indigo,XS,SUP-008,2024-10-07,742,2005,1263,64,7,57,0.891,0.109,2024-11-01,30,55,0.0,0.89,999.0,26.73,71991,Warning,Store - Indiranagar
SKU-0276,Chikankari Coord Set (Mul mul),Coord Set,Sage green,XL,SUP-004,2024-08-09,759,2184,1425,65,38,27,0.415,0.585,2024-09-28,64,114,0.0,2.33,999.0,26.56,38475,Critical,Store - MG Road
SKU-0073,Bagru print Kurta (Rayon),Kurta,Charcoal,XS,SUP-003,2024-06-23,475,1007,532,106,64,42,0.396,0.604,2024-09-25,67,161,0.0,2.78,999.0,26.53,22344,Critical,Store - Indiranagar
SKU-0218,Bagru print Coord Set (Georgette),Coord Set,Charcoal,L,SUP-002,2024-09-19,540,1717,1177,132,23,109,0.826,0.174,2024-10-30,32,73,0.0,2.21,999.0,26.43,128293,Warning,Store - MG Road
SKU-0061,Kalamkari Kurta (Cotton),Kurta,Blush pink,M,SUP-001,2024-07-03,598,1625,1027,128,57,71,0.555,0.445,2024-10-15,47,151,0.0,2.64,999.0,26.08,72917,Warning,Online - Instagram
SKU-0428,Kalamkari Dress (Linen),Dress,Teal,XL,SUP-009,2024-06-09,594,1844,1250,62,45,17,0.274,0.726,2024-08-28,95,175,0.0,1.8,999.0,26.03,21250,Critical,Store - Koramangala
SKU-0260,Shibori Coord Set (Georgette),Coord Set,Terracotta,XXL,SUP-009,2024-09-02,649,1852,1203,84,28,56,0.667,0.333,2024-10-23,39,90,0.0,2.18,999.0,26.01,67368,Warning,Store - Indiranagar
SKU-0231,Shibori Coord Set (Linen),Coord Set,Sage green,XS,SUP-001,2024-09-07,731,1987,1256,48,21,27,0.562,0.438,2024-10-16,46,85,0.0,1.73,999.0,25.85,33912,Warning,Online - Instagram
SKU-0077,Chikankari Kurta (Cotton),Kurta,Terracotta,XXL,SUP-008,2024-06-27,403,1208,805,57,39,18,0.316,0.684,2024-09-11,81,157,0.0,1.74,999.0,25.6,14490,Critical,Store - Koramangala
SKU-0105,Dabu print Kurta (Cotton),Kurta,Mauve,XXL,SUP-004,2024-08-27,613,1318,705,55,19,36,0.655,0.345,2024-10-23,39,96,0.0,1.39,999.0,25.54,25380,Warning,Store - MG Road
SKU-0408,Kalamkari Dress (Silk blend),Dress,Mauve,M,SUP-009,2024-11-05,577,1536,959,54,1,53,0.981,0.019,2024-11-05,26,26,1.0,0.27,212.0,25.51,50827,Warning,Store - MG Road
SKU-0341,Block print Dupatta (Mul mul),Dupatta,Charcoal,L,SUP-002,2024-07-10,188,374,186,55,38,17,0.309,0.691,2024-09-10,82,144,0.0,1.85,999.0,25.34,3162,Critical,Online - Nykaa
SKU-0294,Dabu print Coord Set (Cotton),Coord Set,Indigo,XXL,SUP-004,2024-09-20,682,1887,1205,59,18,41,0.695,0.305,2024-10-26,36,72,0.0,1.75,999.0,25.02,49405,Warning,Online - Instagram
SKU-0293,Ajrakh Coord Set (Silk blend),Coord Set,Terracotta,XS,SUP-008,2024-08-15,680,1559,879,47,28,19,0.404,0.596,2024-10-01,61,108,0.0,1.81,999.0,24.64,16701,Critical,Store - Indiranagar
SKU-0297,Chikankari Coord Set (Mul mul),Coord Set,Ochre,XXL,SUP-009,2024-07-06,801,2783,1982,51,33,18,0.353,0.647,2024-09-23,69,148,0.0,1.56,999.0,24.36,35676,Critical,Online - Website
SKU-0302,Shibori Dupatta (Chanderi),Dupatta,Mauve,XXL,SUP-007,2024-08-12,183,711,528,120,67,53,0.442,0.558,2024-10-07,55,111,0.0,4.23,999.0,24.31,27984,Critical,Online - Instagram
SKU-0197,Ikat Saree (Georgette),Saree,Rust,XL,SUP-005,2024-09-29,1390,3250,1860,53,14,39,0.736,0.264,2024-10-29,33,63,0.0,1.56,999.0,24.29,72540,Warning,Store - Koramangala
SKU-0407,Chikankari Dress (Rayon),Dress,Teal,XS,SUP-001,2024-07-23,539,2150,1611,134,84,50,0.373,0.627,2024-09-27,65,131,0.0,4.49,999.0,24.24,80550,Critical,Online - Nykaa
SKU-0013,Bagru print Kurta (Rayon),Kurta,Rust,L,SUP-008,2024-06-20,397,1452,1055,115,65,50,0.435,0.565,2024-10-07,55,164,0.0,2.77,999.0,23.92,52750,Critical,Store - Indiranagar
SKU-0387,Ikat Dress (Cotton),Dress,Ochre,L,SUP-005,2024-09-20,704,1176,472,66,21,45,0.682,0.318,2024-10-27,35,72,0.0,2.04,999.0,23.87,21240,Warning,Online - Website
SKU-0345,Ajrakh Dupatta (Chanderi),Dupatta,Charcoal,XXL,SUP-001,2024-09-28,153,390,237,98,25,73,0.745,0.255,2024-10-30,32,64,0.0,2.73,999.0,23.84,17301,Warning,Store - MG Road
SKU-0478,Mirror work Palazzo (Georgette),Palazzo,Teal,XXL,SUP-007,2024-08-26,232,690,458,48,27,21,0.438,0.562,2024-10-08,54,97,0.0,1.95,999.0,23.65,9618,Critical,Store - Koramangala
SKU-0137,Bandhani Saree (Georgette),Saree,Indigo,S,SUP-006,2024-09-01,817,2968,2151,121,19,102,0.843,0.157,2024-11-03,28,91,1.0,1.46,408.0,23.6,219402,Warning,Online - Website
SKU-0208,Bandhani Coord Set (Georgette),Coord Set,Charcoal,L,SUP-010,2024-07-14,521,1809,1288,43,20,23,0.535,0.465,2024-10-18,44,140,0.0,1.0,999.0,23.54,29624,Warning,Store - Indiranagar
SKU-0266,Mirror work Coord Set (Silk blend),Coord Set,Ochre,L,SUP-005,2024-06-08,810,1661,851,145,81,64,0.441,0.559,2024-10-09,53,176,0.0,3.22,999.0,23.37,54464,Critical,Store - MG Road
SKU-0049,Dabu print Kurta (Georgette),Kurta,Terracotta,XL,SUP-010,2024-10-30,469,1780,1311,146,4,142,0.973,0.027,2024-11-07,24,32,1.0,0.88,568.0,23.35,186162,Warning,Store - Indiranagar
SKU-0064,Bandhani Kurta (Cotton),Kurta,Sage green,L,SUP-009,2024-06-30,566,1291,725,48,35,13,0.271,0.729,2024-09-06,86,154,0.0,1.59,999.0,23.31,9425,Critical,Store - Indiranagar
SKU-0434,Bandhani Dress (Silk blend),Dress,Mauve,L,SUP-001,2024-07-03,445,2148,1703,78,48,30,0.385,0.615,2024-10-02,60,151,0.0,2.23,999.0,23.1,51090,Critical,Store - MG Road
SKU-0190,Ajrakh Saree (Chanderi),Saree,Sage green,M,SUP-003,2024-07-21,1504,2221,717,81,49,32,0.395,0.605,2024-10-04,58,133,0.0,2.58,999.0,22.91,22944,Critical,Store - MG Road
SKU-0016,Chikankari Kurta (Rayon),Kurta,Sage green,XL,SUP-007,2024-06-20,571,1434,863,88,62,26,0.295,0.705,2024-09-15,77,164,0.0,2.65,999.0,22.72,22438,Critical,Online - Nykaa
SKU-0188,Kalamkari Saree (Rayon),Saree,Ochre,L,SUP-004,2024-06-15,1793,6102,4309,125,92,33,0.264,0.736,2024-09-06,86,169,0.0,3.81,999.0,22.7,142197,Critical,Store - Koramangala
SKU-0099,Bagru print Kurta (Linen),Kurta,Terracotta,L,SUP-007,2024-10-02,602,1641,1039,107,21,86,0.804,0.196,2024-11-03,28,60,3.0,2.45,114.7,22.51,89354,Warning,Store - MG Road
SKU-0146,Bagru print Saree (Cotton),Saree,Terracotta,XXL,SUP-008,2024-08-24,1876,5777,3901,88,52,36,0.409,0.591,2024-10-07,55,99,0.0,3.68,999.0,22.49,140436,Critical,Online - Nykaa
SKU-0367,Kalamkari Dupatta (Cotton),Dupatta,Terracotta,M,SUP-006,2024-08-25,209,644,435,134,23,111,0.828,0.172,2024-11-04,27,98,3.0,1.64,148.0,22.36,48285,Warning,Store - Koramangala
SKU-0334,Ikat Dupatta (Silk blend),Dupatta,Ochre,L,SUP-007,2024-10-07,163,446,283,118,6,112,0.949,0.051,2024-11-08,23,55,2.0,0.76,224.0,21.83,31696,Warning,Store - Indiranagar
SKU-0403,Kalamkari Dress (Mul mul),Dress,Charcoal,XS,SUP-004,2024-07-05,456,1240,784,64,44,20,0.312,0.688,2024-09-23,69,149,0.0,2.07,999.0,21.53,15680,Critical,Online - Instagram
SKU-0168,Kalamkari Saree (Mul mul),Saree,Charcoal,L,SUP-009,2024-09-17,828,4232,3404,39,18,21,0.538,0.462,2024-10-22,40,75,0.0,1.68,999.0,21.52,71484,Warning,Online - Nykaa
SKU-0039,Chikankari Kurta (Cotton),Kurta,Rust,S,SUP-009,2024-06-11,540,1202,662,135,85,50,0.37,0.63,2024-10-05,57,173,0.0,3.44,999.0,21.09,33100,Critical,Store - Indiranagar
SKU-0114,Kalamkari Kurta (Cotton),Kurta,Ivory,XS,SUP-008,2024-09-16,433,1270,837,67,27,40,0.597,0.403,2024-10-27,35,76,0.0,2.49,999.0,20.9,33480,Warning,Store - MG Road
SKU-0010,Shibori Kurta (Rayon),Kurta,Ivory,XS,SUP-007,2024-07-17,566,1713,1147,38,27,11,0.289,0.711,2024-09-21,71,137,0.0,1.38,999.0,20.52,12617,Critical,Store - MG Road
SKU-0207,Chikankari Coord Set (Silk blend),Coord Set,Sage green,L,SUP-006,2024-08-26,763,2741,1978,87,54,33,0.379,0.621,2024-10-08,54,97,0.0,3.9,999.0,20.47,65274,Critical,Store - Indiranagar
SKU-0068,Dabu print Kurta (Mul mul),Kurta,Ivory,XL,SUP-006,2024-09-05,425,958,533,36,13,23,0.639,0.361,2024-10-30,32,87,0.0,1.05,999.0,20.45,12259,Warning,Store - MG Road
SKU-0394,Dabu print Dress (Mul mul),Dress,Ochre,XS,SUP-003,2024-10-03,603,2143,1540,48,12,36,0.75,0.25,2024-11-04,27,59,1.0,1.42,144.0,20.25,55440,Warning,Store - Indiranagar
SKU-0288,Ikat Coord Set (Georgette),Coord Set,Rust,M,SUP-003,2024-07-02,865,2651,1786,136,87,49,0.36,0.64,2024-10-06,56,152,0.0,4.01,999.0,20.16,87514,Critical,Online - Instagram
SKU-0331,Chikankari Dupatta (Rayon),Dupatta,Sage green,S,SUP-004,2024-10-17,182,398,216,139,6,133,0.957,0.043,2024-11-10,21,45,1.0,0.93,532.0,20.1,28728,Warning,Online - Nykaa
SKU-0381,Bandhani Dress (Rayon),Dress,Terracotta,L,SUP-002,2024-06-23,740,1658,918,121,75,46,0.38,0.62,2024-10-10,52,161,0.0,3.26,999.0,19.76,42228,Critical,Online - Website
SKU-0259,Block print Coord Set (Silk blend),Coord Set,Indigo,XXL,SUP-004,2024-08-08,671,2169,1498,37,24,13,0.351,0.649,2024-10-06,56,115,0.0,1.46,999.0,19.66,19474,Critical,Store - Koramangala
SKU-0241,Kalamkari Coord Set (Mul mul),Coord Set,Charcoal,L,SUP-003,2024-08-30,606,2414,1808,44,19,25,0.568,0.432,2024-10-28,34,93,0.0,1.43,999.0,19.31,45200,Warning,Store - Indiranagar
SKU-0283,Block print Coord Set (Cotton),Coord Set,Ivory,XS,SUP-009,2024-10-07,541,1420,879,30,6,24,0.8,0.2,2024-11-07,24,55,1.0,0.76,96.0,19.2,21096,Healthy,Online - Nykaa
SKU-0027,Bandhani Kurta (Georgette),Kurta,Rust,L,SUP-007,2024-08-20,601,1352,751,81,31,50,0.617,0.383,2024-10-31,31,103,0.0,2.11,999.0,19.13,37550,Warning,Store - Indiranagar
SKU-0140,Shibori Saree (Georgette),Saree,Rust,M,SUP-008,2024-09-14,2172,5279,3107,83,29,54,0.651,0.349,2024-11-02,29,78,0.0,2.6,999.0,18.88,167778,Warning,Store - Indiranagar
SKU-0029,Dabu print Kurta (Cotton),Kurta,Sage green,L,SUP-001,2024-11-11,647,1560,913,31,2,29,0.935,0.065,2024-11-11,20,20,2.0,0.7,58.0,18.7,26477,Healthy,Online - Nykaa
SKU-0139,Ajrakh Saree (Mul mul),Saree,Ivory,L,SUP-002,2024-07-31,854,3681,2827,36,26,10,0.278,0.722,2024-09-25,67,123,0.0,1.48,999.0,18.63,28270,Critical,Store - Koramangala
SKU-0494,Dabu print Palazzo (Linen),Palazzo,Ivory,M,SUP-008,2024-07-10,262,1053,791,80,47,33,0.412,0.588,2024-10-17,45,144,0.0,2.28,999.0,18.54,26103,Warning,Online - Website
SKU-0056,Ikat Kurta (Georgette),Kurta,Indigo,XS,SUP-004,2024-09-10,445,1718,1273,53,30,23,0.434,0.566,2024-10-21,41,82,0.0,2.56,999.0,17.79,29279,Warning,Online - Nykaa
SKU-0271,Shibori Coord Set (Rayon),Coord Set,Mauve,S,SUP-008,2024-07-07,880,2298,1418,50,35,15,0.3,0.7,2024-10-03,59,147,0.0,1.67,999.0,17.7,21270,Critical,Online - Nykaa
SKU-0482,Dabu print Palazzo (Silk blend),Palazzo,Teal,M,SUP-006,2024-10-27,201,715,514,49,8,41,0.837,0.163,2024-11-10,21,35,4.0,1.6,41.0,17.58,21074,Healthy,Store - MG Road
SKU-0376,Chikankari Dress (Rayon),Dress,Terracotta,XL,SUP-005,2024-09-14,687,1518,831,91,31,60,0.659,0.341,2024-11-05,26,78,2.0,2.78,120.0,17.13,49860,Warning,Store - MG Road
SKU-0418,Bandhani Dress (Silk blend),Dress,Mauve,S,SUP-001,2024-08-26,620,1632,1012,130,20,110,0.846,0.154,2024-11-11,20,97,3.0,1.44,146.7,16.92,111320,Healthy,Store - Koramangala
SKU-0263,Ajrakh Coord Set (Georgette),Coord Set,Ivory,XL,SUP-006,2024-06-21,648,2507,1859,145,105,40,0.276,0.724,2024-10-01,61,163,0.0,4.51,999.0,16.84,74360,Critical,Online - Instagram
SKU-0020,Shibori Kurta (Linen),Kurta,Mauve,XS,SUP-003,2024-06-16,547,1405,858,135,99,36,0.267,0.733,2024-09-29,63,168,0.0,4.12,999.0,16.82,30888,Critical,Online - Instagram
SKU-0201,Shibori Coord Set (Cotton),Coord Set,Ochre,XS,SUP-008,2024-10-17,594,1565,971,40,12,28,0.7,0.3,2024-11-07,24,45,2.0,1.87,56.0,16.8,27188,Healthy,Store - MG Road
SKU-0469,Ikat Palazzo (Chanderi),Palazzo,Ivory,M,SUP-004,2024-08-14,299,1093,794,64,43,21,0.328,0.672,2024-10-11,51,109,0.0,2.76,999.0,16.73,16674,Critical,Store - Koramangala
SKU-0192,Block print Saree (Silk blend),Saree,Charcoal,XL,SUP-004,2024-11-14,1537,5556,4019,61,1,60,0.984,0.016,2024-11-14,17,17,1.0,0.41,240.0,16.73,241140,Healthy,Store - Indiranagar
SKU-0457,Chikankari Palazzo (Rayon),Palazzo,Mauve,XXL,SUP-005,2024-07-25,203,839,636,91,54,37,0.407,0.593,2024-10-21,41,129,0.0,2.93,999.0,16.69,23532,Warning,Online - Website
SKU-0486,Mirror work Palazzo (Silk blend),Palazzo,Mauve,M,SUP-008,2024-09-20,252,628,376,51,20,31,0.608,0.392,2024-11-04,27,72,1.0,1.94,124.0,16.42,11656,Warning,Store - MG Road
SKU-0322,Dabu print Dupatta (Silk blend),Dupatta,Charcoal,XL,SUP-004,2024-08-28,226,433,207,79,33,46,0.582,0.418,2024-11-03,28,95,2.0,2.43,92.0,16.3,9522,Warning,Store - Indiranagar
SKU-0378,Chikankari Dress (Cotton),Dress,Mauve,XXL,SUP-010,2024-08-11,526,1519,993,59,35,24,0.407,0.593,2024-10-22,40,112,0.0,2.19,999.0,16.28,23832,Warning,Online - Instagram
SKU-0278,Chikankari Coord Set (Chanderi),Coord Set,Mauve,XXL,SUP-006,2024-07-08,728,1997,1269,108,64,44,0.407,0.593,2024-10-22,40,146,0.0,3.07,999.0,16.28,55836,Warning,Store - Koramangala
SKU-0032,Mirror work Kurta (Mul mul),Kurta,Rust,XXL,SUP-009,2024-06-07,424,1574,1150,128,105,23,0.18,0.82,2024-09-02,90,177,0.0,4.15,999.0,16.2,26450,Critical,Store - MG Road
SKU-0422,Mirror work Dress (Mul mul),Dress,Mauve,L,SUP-008,2024-11-15,682,1373,691,83,1,82,0.988,0.012,2024-11-15,16,16,1.0,0.44,328.0,15.81,56662,Healthy,Store - Indiranagar
SKU-0456,Bagru print Palazzo (Georgette),Palazzo,Sage green,S,SUP-008,2024-10-25,364,916,552,53,4,49,0.925,0.075,2024-11-14,17,37,3.0,0.76,65.3,15.73,27048,Healthy,Store - Indiranagar
SKU-0272,Ikat Coord Set (Chanderi),Coord Set,Ochre,XL,SUP-002,2024-09-11,524,2502,1978,89,31,58,0.652,0.348,2024-11-07,24,81,5.0,2.68,46.4,15.65,114724,Healthy,Store - MG Road
SKU-0043,Shibori Kurta (Mul mul),Kurta,Sage green,XS,SUP-008,2024-07-06,362,1777,1415,139,95,44,0.317,0.683,2024-10-13,49,148,0.0,4.49,999.0,15.53,62260,Warning,Store - Indiranagar
SKU-0356,Shibori Dupatta (Mul mul),Dupatta,Sage green,L,SUP-008,2024-09-01,172,576,404,31,21,10,0.323,0.677,2024-10-14,48,91,0.0,1.62,999.0,15.5,4040,Warning,Online - Website
SKU-0144,Ajrakh Saree (Cotton),Saree,Mauve,L,SUP-010,2024-08-28,1714,3508,1794,31,21,10,0.323,0.677,2024-10-14,48,95,0.0,1.55,999.0,15.5,17940,Warning,Store - Indiranagar
SKU-0134,Dabu print Saree (Mul mul),Saree,Indigo,XL,SUP-001,2024-06-21,1984,6358,4374,100,73,27,0.27,0.73,2024-10-05,57,163,0.0,3.13,999.0,15.39,118098,Critical,Store - Koramangala
SKU-0323,Ajrakh Dupatta (Silk blend),Dupatta,Sage green,XL,SUP-010,2024-07-14,126,419,293,55,40,15,0.273,0.727,2024-10-06,56,140,0.0,2.0,999.0,15.29,4395,Critical,Online - Instagram
SKU-0467,Mirror work Palazzo (Linen),Palazzo,Sage green,L,SUP-005,2024-09-06,280,967,687,32,23,9,0.281,0.719,2024-10-08,54,86,0.0,1.87,999.0,15.17,6183,Critical,Store - Indiranagar
SKU-0307,Kalamkari Dupatta (Chanderi),Dupatta,Ochre,XXL,SUP-004,2024-08-07,173,837,664,89,62,27,0.303,0.697,2024-10-12,50,116,0.0,3.74,999.0,15.15,17928,Critical,Online - Nykaa
SKU-0054,Chikankari Kurta (Mul mul),Kurta,Ivory,XXL,SUP-005,2024-08-25,553,1167,614,52,36,16,0.308,0.692,2024-10-13,49,98,0.0,2.57,999.0,15.09,9824,Warning,Store - Indiranagar
SKU-0026,Shibori Kurta (Mul mul),Kurta,Ochre,XL,SUP-003,2024-08-13,589,1093,504,49,33,16,0.327,0.673,2024-10-16,46,110,0.0,2.1,999.0,15.04,8064,Warning,Store - Indiranagar
SKU-0361,Bandhani Dupatta (Linen),Dupatta,Sage green,XS,SUP-003,2024-10-28,212,755,543,33,2,31,0.939,0.061,2024-11-15,16,34,1.0,0.41,124.0,15.02,16833,Healthy,Online - Instagram
SKU-0389,Kalamkari Dress (Mul mul),Dress,Teal,L,SUP-003,2024-08-25,528,1861,1333,30,21,9,0.3,0.7,2024-10-12,50,98,0.0,1.5,999.0,15.0,11997,Critical,Online - Nykaa
SKU-0254,Chikankari Coord Set (Cotton),Coord Set,Ivory,M,SUP-007,2024-07-16,541,2797,2256,53,40,13,0.245,0.755,2024-10-01,61,138,0.0,2.03,999.0,14.94,29328,Critical,Store - Indiranagar
SKU-0250,Ajrakh Coord Set (Silk blend),Coord Set,Sage green,S,SUP-001,2024-08-21,518,2483,1965,84,46,38,0.452,0.548,2024-10-29,33,102,0.0,3.16,999.0,14.92,74670,Warning,Store - MG Road
SKU-0289,Mirror work Coord Set (Chanderi),Coord Set,Ochre,L,SUP-001,2024-08-16,760,2172,1412,124,74,50,0.403,0.597,2024-10-25,37,107,0.0,4.84,999.0,14.91,70600,Warning,Store - Indiranagar
SKU-0165,Chikankari Saree (Georgette),Saree,Blush pink,XS,SUP-004,2024-08-02,1735,6478,4743,122,78,44,0.361,0.639,2024-10-21,41,121,0.0,4.51,999.0,14.8,208692,Warning,Online - Instagram
SKU-0320,Chikankari Dupatta (Silk blend),Dupatta,Teal,L,SUP-008,2024-08-24,225,763,538,39,26,13,0.333,0.667,2024-10-18,44,99,0.0,1.84,999.0,14.65,6994,Warning,Store - Indiranagar
SKU-0439,Block print Dress (Cotton),Dress,Indigo,M,SUP-006,2024-08-02,427,1592,1165,70,50,20,0.286,0.714,2024-10-11,51,121,0.0,2.89,999.0,14.59,23300,Critical,Online - Instagram
