txn_id,sku_id,sale_date,units_sold,selling_price,discount_pct,channel
TXN-001657,SKU-0083,2024-10-24,3,1054,0,Online - Website
TXN-001658,SKU-0083,2024-10-25,3,1054,0,Online - Instagram
TXN-001659,SKU-0083,2024-10-27,1,949,10,Online - Nykaa
TXN-001660,SKU-0083,2024-10-29,2,1054,0,Online - Website
TXN-001661,SKU-0083,2024-11-01,1,1054,0,Store - MG Road
TXN-001662,SKU-0083,2024-11-03,2,1054,0,Online - Nykaa
TXN-001663,SKU-0084,2024-10-26,1,1548,10,Online - Instagram
TXN-001664,SKU-0084,2024-10-29,2,1720,0,Online - Instagram
TXN-001665,SKU-0084,2024-11-01,1,1720,0,Store - MG Road
TXN-001666,SKU-0084,2024-11-03,3,1720,0,Online - Nykaa
TXN-001667,SKU-0084,2024-11-04,2,1720,0,Store - MG Road
TXN-001668,SKU-0084,2024-11-05,2,1720,0,Online - Website
TXN-001669,SKU-0084,2024-11-07,2,1376,20,Store - MG Road
TXN-001670,SKU-0084,2024-11-09,3,1720,0,Store - MG Road
TXN-001671,SKU-0084,2024-11-10,3,1720,0,Store - Indiranagar
TXN-001672,SKU-0084,2024-11-13,2,1720,0,Store - Indiranagar
TXN-001673,SKU-0084,2024-11-16,3,1720,0,Store - Koramangala
TXN-001674,SKU-0084,2024-11-18,1,1720,0,Store - Koramangala
TXN-001675,SKU-0084,2024-11-21,1,1720,0,Online - Website
TXN-001676,SKU-0084,2024-11-23,1,1720,0,Store - Koramangala
TXN-001677,SKU-0084,2024-11-25,3,1548,10,Store - Koramangala
TXN-001678,SKU-0084,2024-11-28,3,1548,10,Store - Koramangala
TXN-001679,SKU-0084,2024-11-30,3,1720,0,Online - Nykaa
TXN-001680,SKU-0084,2024-12-01,2,1376,20,Online - Nykaa
TXN-001681,SKU-0085,2024-09-01,2,1034,0,Online - Nykaa
TXN-001682,SKU-0085,2024-09-06,3,1034,0,Store - Koramangala
TXN-001683,SKU-0085,2024-09-10,3,776,25,Store - Koramangala
TXN-001684,SKU-0085,2024-09-16,3,1034,0,Online - Website
TXN-001685,SKU-0085,2024-09-22,3,931,10,Store - Koramangala
TXN-001686,SKU-0085,2024-09-26,2,1034,0,Store - Indiranagar
TXN-001687,SKU-0085,2024-10-02,2,1034,0,Online - Website
TXN-001688,SKU-0085,2024-10-08,1,776,25,Store - MG Road
TXN-001689,SKU-0086,2024-08-18,1,836,15,Online - Website
TXN-001690,SKU-0086,2024-08-20,1,983,0,Store - Koramangala
TXN-001691,SKU-0086,2024-08-23,3,983,0,Online - Nykaa
TXN-001692,SKU-0086,2024-08-24,1,983,0,Store - Indiranagar
TXN-001693,SKU-0086,2024-08-25,2,983,0,Online - Instagram
TXN-001694,SKU-0086,2024-08-27,1,885,10,Store - MG Road
TXN-001695,SKU-0086,2024-08-30,3,983,0,Store - MG Road
TXN-001696,SKU-0086,2024-09-02,1,983,0,Store - MG Road
TXN-001697,SKU-0086,2024-09-03,3,983,0,Store - MG Road
TXN-001698,SKU-0086,2024-09-05,3,983,0,Online - Nykaa
TXN-001699,SKU-0086,2024-09-07,1,983,0,Store - Koramangala
TXN-001700,SKU-0086,2024-09-10,3,983,0,Store - MG Road
TXN-001701,SKU-0086,2024-09-12,1,836,15,Store - Koramangala
TXN-001702,SKU-0086,2024-09-13,2,983,0,Store - MG Road
TXN-001703,SKU-0086,2024-09-15,1,983,0,Online - Nykaa
TXN-001704,SKU-0086,2024-09-17,1,983,0,Store - MG Road
TXN-001705,SKU-0086,2024-09-20,1,983,0,Online - Nykaa
TXN-001706,SKU-0086,2024-09-23,1,983,0,Store - Indiranagar
TXN-001707,SKU-0086,2024-09-24,1,983,0,Online - Nykaa
TXN-001708,SKU-0086,2024-09-26,3,983,0,Store - Indiranagar
TXN-001709,SKU-0086,2024-09-27,1,983,0,Store - MG Road
TXN-001710,SKU-0086,2024-09-30,3,983,0,Online - Instagram
TXN-001711,SKU-0086,2024-10-02,2,983,0,Store - Koramangala
TXN-001712,SKU-0086,2024-10-04,1,983,0,Online - Website
TXN-001713,SKU-0086,2024-10-06,1,786,20,Store - Koramangala
TXN-001714,SKU-0086,2024-10-08,3,983,0,Store - Indiranagar
TXN-001715,SKU-0086,2024-10-11,1,983,0,Online - Nykaa
TXN-001716,SKU-0086,2024-10-12,1,786,20,Online - Website
TXN-001717,SKU-0086,2024-10-15,1,983,0,Online - Website
TXN-001718,SKU-0086,2024-10-17,3,983,0,Online - Instagram
TXN-001719,SKU-0086,2024-10-20,2,983,0,Store - MG Road
TXN-001720,SKU-0086,2024-10-23,1,983,0,Store - MG Road
TXN-001721,SKU-0086,2024-10-26,1,983,0,Store - MG Road
TXN-001722,SKU-0087,2024-07-18,1,1720,0,Online - Nykaa
TXN-001723,SKU-0087,2024-08-03,1,1720,0,Online - Nykaa
TXN-001724,SKU-0087,2024-08-19,2,1462,15,Online - Website
TXN-001725,SKU-0087,2024-09-04,3,1720,0,Online - Website
TXN-001726,SKU-0087,2024-09-19,2,1376,20,Store - Koramangala
TXN-001727,SKU-0088,2024-09-22,2,1712,0,Store - Indiranagar
TXN-001728,SKU-0088,2024-09-25,3,1712,0,Store - MG Road
TXN-001729,SKU-0088,2024-09-26,3,1370,20,Store - MG Road
TXN-001730,SKU-0088,2024-09-29,3,1712,0,Store - Indiranagar
TXN-001731,SKU-0088,2024-09-30,1,1712,0,Store - MG Road
TXN-001732,SKU-0088,2024-10-01,2,1712,0,Store - Indiranagar
TXN-001733,SKU-0088,2024-10-03,3,1284,25,Online - Instagram
TXN-001734,SKU-0088,2024-10-06,1,1712,0,Online - Nykaa
TXN-001735,SKU-0088,2024-10-07,2,1712,0,Store - Koramangala
TXN-001736,SKU-0088,2024-10-08,3,1712,0,Store - Indiranagar
TXN-001737,SKU-0088,2024-10-09,1,1712,0,Store - Koramangala
TXN-001738,SKU-0088,2024-10-12,3,1712,0,Online - Nykaa
TXN-001739,SKU-0088,2024-10-15,1,1712,0,Online - Nykaa
TXN-001740,SKU-0088,2024-10-16,1,1712,0,Store - MG Road
TXN-001741,SKU-0088,2024-10-19,3,1712,0,Store - Indiranagar
TXN-001742,SKU-0088,2024-10-22,2,1712,0,Online - Website
TXN-001743,SKU-0088,2024-10-23,2,1712,0,Store - MG Road
TXN-001744,SKU-0088,2024-10-24,1,1455,15,Online - Nykaa
TXN-001745,SKU-0089,2024-08-07,2,819,20,Online - Website
TXN-001746,SKU-0089,2024-08-15,3,1024,0,Online - Instagram
TXN-001747,SKU-0089,2024-08-22,1,768,25,Store - Koramangala
TXN-001748,SKU-0089,2024-08-29,3,922,10,Online - Website
TXN-001749,SKU-0089,2024-09-06,1,1024,0,Store - Indiranagar
TXN-001750,SKU-0089,2024-09-15,3,1024,0,Store - Indiranagar
TXN-001751,SKU-0089,2024-09-23,1,1024,0,Online - Nykaa
TXN-001752,SKU-0089,2024-10-01,3,922,10,Store - Koramangala
TXN-001753,SKU-0089,2024-10-10,1,1024,0,Store - Koramangala
TXN-001754,SKU-0090,2024-08-19,1,1284,0,Store - MG Road
TXN-001755,SKU-0090,2024-08-20,1,1284,0,Online - Nykaa
TXN-001756,SKU-0090,2024-08-23,1,1284,0,Online - Website
TXN-001757,SKU-0090,2024-08-24,3,1156,10,Store - Indiranagar
TXN-001758,SKU-0090,2024-08-26,2,1284,0,Online - Nykaa
TXN-001759,SKU-0090,2024-08-29,2,1284,0,Online - Nykaa
TXN-001760,SKU-0090,2024-08-31,3,963,25,Store - Koramangala
TXN-001761,SKU-0090,2024-09-03,1,1284,0,Online - Instagram
TXN-001762,SKU-0090,2024-09-05,3,1284,0,Store - Indiranagar
TXN-001763,SKU-0090,2024-09-07,3,1027,20,Store - Indiranagar
TXN-001764,SKU-0090,2024-09-10,3,1284,0,Store - Indiranagar
TXN-001765,SKU-0090,2024-09-13,1,1284,0,Online - Nykaa
TXN-001766,SKU-0090,2024-09-16,1,1156,10,Store - Koramangala
TXN-001767,SKU-0090,2024-09-19,1,1284,0,Online - Website
TXN-001768,SKU-0090,2024-09-22,2,1284,0,Online - Nykaa
TXN-001769,SKU-0090,2024-09-25,2,1284,0,Store - Indiranagar
TXN-001770,SKU-0090,2024-09-26,2,1284,0,Store - Indiranagar
TXN-001771,SKU-0090,2024-09-28,1,1284,0,Online - Website
TXN-001772,SKU-0090,2024-10-01,1,1027,20,Store - Indiranagar
TXN-001773,SKU-0090,2024-10-03,2,1284,0,Online - Instagram
TXN-001774,SKU-0090,2024-10-04,1,1284,0,Online - Instagram
TXN-001775,SKU-0090,2024-10-06,3,1284,0,Store - Indiranagar
TXN-001776,SKU-0090,2024-10-08,2,1156,10,Store - Koramangala
TXN-001777,SKU-0090,2024-10-10,3,1156,10,Store - MG Road
TXN-001778,SKU-0090,2024-10-11,1,1091,15,Online - Website
TXN-001779,SKU-0090,2024-10-12,1,1284,0,Online - Website
TXN-001780,SKU-0090,2024-10-13,2,1091,15,Online - Website
TXN-001781,SKU-0090,2024-10-16,1,1284,0,Store - Indiranagar
TXN-001782,SKU-0090,2024-10-19,1,1284,0,Store - Indiranagar
TXN-001783,SKU-0090,2024-10-20,3,1284,0,Store - Indiranagar
TXN-001784,SKU-0090,2024-10-21,3,1284,0,Online - Nykaa
TXN-001785,SKU-0090,2024-10-24,2,1284,0,Online - Instagram
TXN-001786,SKU-0091,2024-08-04,1,1708,0,Store - Koramangala
TXN-001787,SKU-0091,2024-08-08,3,1366,20,Store - Koramangala
TXN-001788,SKU-0091,2024-08-13,1,1708,0,Store - MG Road
TXN-001789,SKU-0091,2024-08-18,3,1708,0,Store - Koramangala
TXN-001790,SKU-0091,2024-08-23,3,1708,0,Online - Instagram
TXN-001791,SKU-0091,2024-08-27,2,1708,0,Store - MG Road
TXN-001792,SKU-0091,2024-09-01,3,1537,10,Store - MG Road
TXN-001793,SKU-0091,2024-09-05,1,1708,0,Store - MG Road
TXN-001794,SKU-0091,2024-09-09,3,1708,0,Store - Koramangala
TXN-001795,SKU-0091,2024-09-14,2,1708,0,Online - Instagram
TXN-001796,SKU-0091,2024-09-18,1,1708,0,Online - Instagram
TXN-001797,SKU-0092,2024-09-05,2,1350,0,Online - Nykaa
TXN-001798,SKU-0092,2024-09-10,3,1350,0,Online - Nykaa
TXN-001799,SKU-0092,2024-09-14,3,1350,0,Store - Koramangala
TXN-001800,SKU-0092,2024-09-18,1,1080,20,Online - Instagram
TXN-001801,SKU-0092,2024-09-22,2,1350,0,Store - Indiranagar
TXN-001802,SKU-0092,2024-09-25,2,1350,0,Store - Koramangala
TXN-001803,SKU-0092,2024-09-29,3,1012,25,Online - Instagram
TXN-001804,SKU-0092,2024-10-03,2,1215,10,Store - Indiranagar
TXN-001805,SKU-0092,2024-10-06,3,1350,0,Store - Koramangala
TXN-001806,SKU-0092,2024-10-10,2,1350,0,Store - MG Road
TXN-001807,SKU-0092,2024-10-13,3,1350,0,Store - Koramangala
TXN-001808,SKU-0092,2024-10-18,1,1350,0,Online - Instagram
TXN-001809,SKU-0092,2024-10-23,1,1350,0,Store - Koramangala
TXN-001810,SKU-0093,2024-07-15,1,1399,0,Online - Website
TXN-001811,SKU-0093,2024-07-27,2,1399,0,Online - Nykaa
TXN-001812,SKU-0093,2024-08-08,3,1399,0,Online - Instagram
TXN-001813,SKU-0093,2024-08-18,1,1399,0,Online - Nykaa
TXN-001814,SKU-0093,2024-08-29,2,1399,0,Store - Indiranagar
TXN-001815,SKU-0093,2024-09-09,1,1119,20,Store - Indiranagar
TXN-001816,SKU-0093,2024-09-20,1,1399,0,Store - Indiranagar
TXN-001817,SKU-0093,2024-09-30,1,1399,0,Store - MG Road
TXN-001818,SKU-0093,2024-10-10,1,1399,0,Online - Nykaa
TXN-001819,SKU-0094,2024-07-09,2,1309,0,Store - Indiranagar
TXN-001820,SKU-0094,2024-07-15,2,1309,0,Online - Instagram
TXN-001821,SKU-0094,2024-07-22,2,1178,10,Store - Koramangala
TXN-001822,SKU-0094,2024-07-27,1,1309,0,Store - Koramangala
TXN-001823,SKU-0094,2024-08-03,1,1309,0,Store - Indiranagar
TXN-001824,SKU-0094,2024-08-08,3,1047,20,Store - Koramangala
TXN-001825,SKU-0094,2024-08-15,3,1178,10,Online - Nykaa
TXN-001826,SKU-0094,2024-08-21,1,1047,20,Store - MG Road
TXN-001827,SKU-0094,2024-08-26,1,1309,0,Online - Website
TXN-001828,SKU-0094,2024-09-01,2,1309,0,Store - MG Road
TXN-001829,SKU-0094,2024-09-08,2,1178,10,Online - Website
TXN-001830,SKU-0094,2024-09-15,1,1309,0,Online - Instagram
TXN-001831,SKU-0094,2024-09-20,3,1309,0,Online - Website
TXN-001832,SKU-0094,2024-09-25,2,1113,15,Store - Koramangala
TXN-001833,SKU-0095,2024-06-24,2,1000,0,Online - Website
TXN-001834,SKU-0095,2024-06-28,2,750,25,Store - Indiranagar
TXN-001835,SKU-0095,2024-07-04,2,900,10,Online - Instagram
TXN-001836,SKU-0095,2024-07-10,1,1000,0,Online - Website
TXN-001837,SKU-0095,2024-07-14,1,1000,0,Store - MG Road
TXN-001838,SKU-0095,2024-07-20,3,1000,0,Store - MG Road
TXN-001839,SKU-0095,2024-07-25,3,1000,0,Online - Instagram
TXN-001840,SKU-0095,2024-07-30,1,1000,0,Online - Website
TXN-001841,SKU-0095,2024-08-05,1,1000,0,Store - Indiranagar
TXN-001842,SKU-0095,2024-08-10,3,1000,0,Store - Indiranagar
TXN-001843,SKU-0095,2024-08-15,1,1000,0,Store - MG Road
TXN-001844,SKU-0095,2024-08-20,3,800,20,Store - MG Road
TXN-001845,SKU-0095,2024-08-26,2,800,20,Online - Nykaa
TXN-001846,SKU-0095,2024-09-01,3,900,10,Online - Nykaa
TXN-001847,SKU-0095,2024-09-06,1,1000,0,Online - Nykaa
TXN-001848,SKU-0095,2024-09-12,2,1000,0,Online - Nykaa
TXN-001849,SKU-0095,2024-09-16,2,1000,0,Online - Nykaa
TXN-001850,SKU-0095,2024-09-21,2,850,15,Online - Website
TXN-001851,SKU-0095,2024-09-27,3,1000,0,Store - Koramangala
TXN-001852,SKU-0095,2024-10-02,1,1000,0,Online - Nykaa
TXN-001853,SKU-0096,2024-09-09,2,1354,0,Store - MG Road
TXN-001854,SKU-0096,2024-09-12,3,1354,0,Online - Instagram
TXN-001855,SKU-0096,2024-09-15,1,1354,0,Online - Website
TXN-001856,SKU-0096,2024-09-19,1,1354,0,Online - Website
TXN-001857,SKU-0096,2024-09-22,3,1219,10,Store - Indiranagar
TXN-001858,SKU-0096,2024-09-27,3,1354,0,Online - Website
TXN-001859,SKU-0096,2024-10-02,2,1219,10,Store - Indiranagar
TXN-001860,SKU-0096,2024-10-05,1,1354,0,Online - Nykaa
TXN-001861,SKU-0096,2024-10-10,1,1354,0,Online - Website
TXN-001862,SKU-0096,2024-10-15,1,1354,0,Store - MG Road
TXN-001863,SKU-0096,2024-10-18,2,1354,0,Store - Indiranagar
TXN-001864,SKU-0096,2024-10-23,1,1354,0,Store - Indiranagar
TXN-001865,SKU-0096,2024-10-27,1,1354,0,Store - MG Road
TXN-001866,SKU-0096,2024-10-30,3,1354,0,Store - MG Road
TXN-001867,SKU-0096,2024-11-03,2,1354,0,Store - Koramangala
TXN-001868,SKU-0096,2024-11-06,1,1354,0,Store - Koramangala
TXN-001869,SKU-0096,2024-11-10,3,1354,0,Online - Instagram
TXN-001870,SKU-0096,2024-11-14,2,1354,0,Store - Koramangala
TXN-001871,SKU-0097,2024-10-04,3,1027,0,Store - MG Road
TXN-001872,SKU-0097,2024-10-12,2,1027,0,Online - Nykaa
TXN-001873,SKU-0097,2024-10-21,2,1027,0,Store - Indiranagar
TXN-001874,SKU-0097,2024-10-29,3,924,10,Online - Website
TXN-001875,SKU-0097,2024-11-06,1,1027,0,Online - Instagram
TXN-001876,SKU-0097,2024-11-13,2,1027,0,Store - Indiranagar
TXN-001877,SKU-0097,2024-11-20,2,1027,0,Online - Instagram
TXN-001878,SKU-0097,2024-11-28,2,1027,0,Store - MG Road
TXN-001879,SKU-0098,2024-08-03,2,1299,0,Store - Indiranagar
TXN-001880,SKU-0098,2024-08-08,3,1299,0,Online - Instagram
TXN-001881,SKU-0098,2024-08-13,3,1039,20,Store - Indiranagar
TXN-001882,SKU-0098,2024-08-17,3,1299,0,Store - Koramangala
TXN-001883,SKU-0098,2024-08-22,3,1104,15,Online - Website
TXN-001884,SKU-0098,2024-08-27,2,1299,0,Online - Nykaa
TXN-001885,SKU-0098,2024-09-01,3,1299,0,Store - Indiranagar
TXN-001886,SKU-0098,2024-09-04,3,1299,0,Store - Koramangala
TXN-001887,SKU-0098,2024-09-08,3,1299,0,Store - Indiranagar
TXN-001888,SKU-0098,2024-09-13,3,1299,0,Store - MG Road
TXN-001889,SKU-0098,2024-09-16,3,1299,0,Online - Nykaa
TXN-001890,SKU-0098,2024-09-20,3,1169,10,Store - Indiranagar
TXN-001891,SKU-0098,2024-09-23,1,1299,0,Online - Instagram
TXN-001892,SKU-0098,2024-09-26,3,1299,0,Online - Website
TXN-001893,SKU-0098,2024-09-30,1,1299,0,Online - Nykaa
TXN-001894,SKU-0098,2024-10-03,1,1299,0,Online - Instagram
TXN-001895,SKU-0098,2024-10-07,1,1169,10,Store - Koramangala
TXN-001896,SKU-0099,2024-10-02,2,1313,20,Online - Nykaa
TXN-001897,SKU-0099,2024-10-05,2,1641,0,Online - Nykaa
TXN-001898,SKU-0099,2024-10-10,2,1641,0,Store - Koramangala
TXN-001899,SKU-0099,2024-10-13,3,1641,0,Online - Instagram
TXN-001900,SKU-0099,2024-10-18,3,1313,20,Online - Website
TXN-001901,SKU-0099,2024-10-23,2,1641,0,Online - Instagram
TXN-001902,SKU-0099,2024-10-26,3,1395,15,Store - MG Road
TXN-001903,SKU-0099,2024-10-30,1,1641,0,Store - Koramangala
TXN-001904,SKU-0099,2024-11-03,3,1313,20,Store - MG Road
TXN-001905,SKU-0100,2024-08-01,2,1335,0,Store - Koramangala
TXN-001906,SKU-0100,2024-08-19,3,1335,0,Online - Nykaa
TXN-001907,SKU-0100,2024-09-07,2,1068,20,Store - Indiranagar
TXN-001908,SKU-0101,2024-08-03,1,1699,0,Store - Koramangala
TXN-001909,SKU-0101,2024-08-13,2,1699,0,Online - Nykaa
TXN-001910,SKU-0101,2024-08-22,2,1529,10,Store - Indiranagar
TXN-001911,SKU-0101,2024-08-31,2,1529,10,Online - Website
TXN-001912,SKU-0101,2024-09-08,3,1699,0,Online - Nykaa
TXN-001913,SKU-0101,2024-09-16,1,1699,0,Store - Indiranagar
TXN-001914,SKU-0101,2024-09-24,2,1699,0,Store - Koramangala
TXN-001915,SKU-0101,2024-10-03,1,1359,20,Online - Nykaa
TXN-001916,SKU-0101,2024-10-12,1,1699,0,Store - MG Road
TXN-001917,SKU-0102,2024-10-21,1,1580,0,Online - Instagram
TXN-001918,SKU-0102,2024-10-24,1,1580,0,Store - Koramangala
TXN-001919,SKU-0102,2024-10-25,2,1580,0,Online - Nykaa
TXN-001920,SKU-0102,2024-10-28,1,1580,0,Store - MG Road
TXN-001921,SKU-0102,2024-10-30,2,1580,0,Store - Indiranagar
TXN-001922,SKU-0102,2024-10-31,2,1185,25,Online - Nykaa
TXN-001923,SKU-0102,2024-11-01,1,1264,20,Store - MG Road
TXN-001924,SKU-0102,2024-11-04,3,1264,20,Online - Website
TXN-001925,SKU-0102,2024-11-05,2,1580,0,Online - Website
TXN-001926,SKU-0102,2024-11-07,3,1580,0,Store - Indiranagar
TXN-001927,SKU-0102,2024-11-10,3,1580,0,Online - Instagram
TXN-001928,SKU-0102,2024-11-12,3,1580,0,Online - Instagram
TXN-001929,SKU-0102,2024-11-14,3,1580,0,Store - Koramangala
TXN-001930,SKU-0102,2024-11-17,2,1343,15,Store - MG Road
TXN-001931,SKU-0102,2024-11-18,1,1580,0,Store - Koramangala
TXN-001932,SKU-0102,2024-11-21,2,1580,0,Store - Koramangala
TXN-001933,SKU-0102,2024-11-23,2,1580,0,Online - Instagram
TXN-001934,SKU-0102,2024-11-25,3,1580,0,Online - Nykaa
TXN-001935,SKU-0102,2024-11-27,3,1264,20,Online - Website
TXN-001936,SKU-0102,2024-11-30,2,1580,0,Store - Koramangala
TXN-001937,SKU-0102,2024-12-01,1,1580,0,Store - Koramangala
TXN-001938,SKU-0103,2024-10-24,3,1761,0,Online - Website
TXN-001939,SKU-0103,2024-10-29,3,1761,0,Store - Indiranagar
TXN-001940,SKU-0103,2024-11-01,2,1761,0,Online - Instagram
TXN-001941,SKU-0103,2024-11-04,2,1497,15,Online - Website
TXN-001942,SKU-0103,2024-11-07,2,1761,0,Online - Instagram
TXN-001943,SKU-0103,2024-11-10,2,1761,0,Online - Website
TXN-001944,SKU-0104,2024-08-01,2,1182,0,Online - Website
TXN-001945,SKU-0104,2024-08-03,3,886,25,Online - Instagram
TXN-001946,SKU-0104,2024-08-06,1,1182,0,Store - Koramangala
TXN-001947,SKU-0104,2024-08-08,3,1182,0,Store - MG Road
TXN-001948,SKU-0104,2024-08-11,3,1182,0,Online - Nykaa
TXN-001949,SKU-0104,2024-08-13,2,1182,0,Online - Nykaa
TXN-001950,SKU-0104,2024-08-16,3,1182,0,Online - Instagram
TXN-001951,SKU-0104,2024-08-17,1,886,25,Store - MG Road
TXN-001952,SKU-0104,2024-08-20,2,1005,15,Online - Website
TXN-001953,SKU-0104,2024-08-22,1,1182,0,Store - MG Road
TXN-001954,SKU-0104,2024-08-24,1,1182,0,Online - Instagram
TXN-001955,SKU-0104,2024-08-26,3,1182,0,Online - Nykaa
TXN-001956,SKU-0104,2024-08-27,2,1182,0,Store - MG Road
TXN-001957,SKU-0104,2024-08-28,3,1182,0,Online - Nykaa
TXN-001958,SKU-0104,2024-08-29,2,1064,10,Online - Website
TXN-001959,SKU-0104,2024-08-30,1,1182,0,Store - Koramangala
TXN-001960,SKU-0104,2024-09-02,1,1182,0,Store - Indiranagar
TXN-001961,SKU-0104,2024-09-04,2,1182,0,Store - Koramangala
TXN-001962,SKU-0104,2024-09-05,2,1182,0,Store - MG Road
TXN-001963,SKU-0104,2024-09-06,2,1182,0,Online - Nykaa
TXN-001964,SKU-0104,2024-09-09,3,1182,0,Store - Koramangala
TXN-001965,SKU-0104,2024-09-10,3,1182,0,Store - Koramangala
TXN-001966,SKU-0104,2024-09-12,2,886,25,Store - Koramangala
TXN-001967,SKU-0104,2024-09-15,2,946,20,Online - Instagram
TXN-001968,SKU-0104,2024-09-18,3,1182,0,Online - Instagram
TXN-001969,SKU-0104,2024-09-21,3,1182,0,Store - MG Road
TXN-001970,SKU-0104,2024-09-24,3,1182,0,Store - MG Road
TXN-001971,SKU-0104,2024-09-25,1,1182,0,Online - Website
TXN-001972,SKU-0104,2024-09-26,2,1182,0,Online - Instagram
TXN-001973,SKU-0104,2024-09-29,1,1005,15,Store - MG Road
TXN-001974,SKU-0104,2024-10-02,2,1182,0,Store - Koramangala
TXN-001975,SKU-0104,2024-10-03,1,1182,0,Store - Koramangala
TXN-001976,SKU-0104,2024-10-06,2,1182,0,Store - MG Road
TXN-001977,SKU-0104,2024-10-08,1,1064,10,Online - Website
TXN-001978,SKU-0104,2024-10-11,2,1005,15,Store - MG Road
TXN-001979,SKU-0104,2024-10-13,3,1182,0,Store - MG Road
TXN-001980,SKU-0104,2024-10-15,1,1182,0,Online - Website
TXN-001981,SKU-0104,2024-10-18,2,1182,0,Online - Instagram
TXN-001982,SKU-0104,2024-10-19,2,1182,0,Store - Indiranagar
TXN-001983,SKU-0104,2024-10-22,1,1064,10,Store - Indiranagar
TXN-001984,SKU-0104,2024-10-25,3,1182,0,Store - Indiranagar
TXN-001985,SKU-0104,2024-10-26,3,1182,0,Store - Koramangala
TXN-001986,SKU-0104,2024-10-27,3,1182,0,Store - Indiranagar
TXN-001987,SKU-0104,2024-10-30,3,1005,15,Store - Koramangala
TXN-001988,SKU-0104,2024-10-31,2,1182,0,Online - Nykaa
TXN-001989,SKU-0104,2024-11-01,2,886,25,Store - MG Road
TXN-001990,SKU-0104,2024-11-04,2,1182,0,Online - Instagram
TXN-001991,SKU-0104,2024-11-07,2,1182,0,Store - Koramangala
TXN-001992,SKU-0104,2024-11-09,3,1182,0,Online - Website
TXN-001993,SKU-0104,2024-11-12,1,1182,0,Store - MG Road
TXN-001994,SKU-0104,2024-11-14,1,1182,0,Online - Nykaa
TXN-001995,SKU-0105,2024-08-27,2,1318,0,Store - MG Road
TXN-001996,SKU-0105,2024-09-01,2,1318,0,Online - Nykaa
TXN-001997,SKU-0105,2024-09-06,3,1186,10,Online - Instagram
TXN-001998,SKU-0105,2024-09-12,2,1318,0,Online - Nykaa
TXN-001999,SKU-0105,2024-09-19,2,1318,0,Store - MG Road
TXN-002000,SKU-0105,2024-09-24,2,1318,0,Online - Website
TXN-002001,SKU-0105,2024-10-01,1,1186,10,Store - Indiranagar
TXN-002002,SKU-0105,2024-10-07,1,1186,10,Store - Koramangala
TXN-002003,SKU-0105,2024-10-12,1,1318,0,Store - MG Road
TXN-002004,SKU-0105,2024-10-17,2,1318,0,Online - Website
TXN-002005,SKU-0105,2024-10-23,1,1318,0,Online - Instagram
TXN-002006,SKU-0106,2024-09-20,2,1392,0,Online - Website
TXN-002007,SKU-0106,2024-09-21,2,1392,0,Online - Instagram
TXN-002008,SKU-0106,2024-09-22,2,1392,0,Store - Koramangala
TXN-002009,SKU-0106,2024-09-23,2,1392,0,Online - Nykaa
TXN-002010,SKU-0106,2024-09-26,1,1044,25,Store - Indiranagar
TXN-002011,SKU-0106,2024-09-28,2,1392,0,Store - MG Road
TXN-002012,SKU-0106,2024-09-30,1,1114,20,Store - Koramangala
TXN-002013,SKU-0106,2024-10-01,1,1392,0,Online - Instagram
TXN-002014,SKU-0106,2024-10-02,2,1392,0,Online - Website
TXN-002015,SKU-0106,2024-10-04,3,1253,10,Store - Koramangala
TXN-002016,SKU-0106,2024-10-05,1,1392,0,Store - Indiranagar
TXN-002017,SKU-0106,2024-10-08,3,1392,0,Store - Indiranagar
TXN-002018,SKU-0106,2024-10-09,1,1253,10,Online - Instagram
TXN-002019,SKU-0106,2024-10-12,3,1392,0,Online - Website
TXN-002020,SKU-0106,2024-10-13,3,1392,0,Online - Nykaa
TXN-002021,SKU-0106,2024-10-14,2,1253,10,Online - Instagram
TXN-002022,SKU-0106,2024-10-15,1,1392,0,Store - Indiranagar
TXN-002023,SKU-0106,2024-10-18,3,1392,0,Online - Nykaa
TXN-002024,SKU-0106,2024-10-21,2,1114,20,Online - Instagram
TXN-002025,SKU-0106,2024-10-22,1,1114,20,Online - Instagram
TXN-002026,SKU-0106,2024-10-24,1,1392,0,Online - Nykaa
TXN-002027,SKU-0106,2024-10-27,2,1392,0,Store - Indiranagar
TXN-002028,SKU-0107,2024-09-09,2,1659,0,Store - Indiranagar
TXN-002029,SKU-0107,2024-09-29,2,1659,0,Store - Indiranagar
TXN-002030,SKU-0108,2024-10-09,2,1492,0,Online - Website
TXN-002031,SKU-0108,2024-10-12,2,1119,25,Store - MG Road
TXN-002032,SKU-0108,2024-10-16,3,1194,20,Online - Website
TXN-002033,SKU-0108,2024-10-19,1,1343,10,Store - MG Road
TXN-002034,SKU-0108,2024-10-24,3,1492,0,Store - MG Road
TXN-002035,SKU-0108,2024-10-29,3,1492,0,Online - Website
TXN-002036,SKU-0108,2024-11-03,3,1343,10,Online - Instagram
TXN-002037,SKU-0108,2024-11-07,3,1492,0,Online - Instagram
TXN-002038,SKU-0108,2024-11-11,2,1343,10,Store - Koramangala
TXN-002039,SKU-0108,2024-11-16,1,1194,20,Store - Indiranagar
TXN-002040,SKU-0108,2024-11-20,2,1194,20,Online - Nykaa
TXN-002041,SKU-0108,2024-11-23,1,1492,0,Online - Instagram
